"","Var1","Var2","Var3","Var4","value"
"7697",2,1,1,286,409
"7698",3,1,1,286,409
"7699",1,2,1,286,290
"7700",2,2,1,286,290
"7701",3,2,1,286,290
"7702",1,3,1,286,327
"7703",2,3,1,286,327
"7704",3,3,1,286,327
"7705",1,1,2,286,90
"7706",2,1,2,286,90
"7707",3,1,2,286,90
"7708",1,2,2,286,19
"7709",2,2,2,286,19
"7710",3,2,2,286,19
"7711",1,3,2,286,24
"7712",2,3,2,286,24
"7713",3,3,2,286,24
"7714",1,1,3,286,28
"7715",2,1,3,286,28
"7716",3,1,3,286,29
"7717",1,2,3,286,18
"7718",2,2,3,286,18
"7719",3,2,3,286,18
"7720",1,3,3,286,22
"7721",2,3,3,286,22
"7722",3,3,3,286,22
"7723",1,1,1,287,102
"7724",2,1,1,287,91
"7725",3,1,1,287,107
"7726",1,2,1,287,402
"7727",2,2,1,287,402
"7728",3,2,1,287,402
"7729",1,3,1,287,84
"7730",2,3,1,287,84
"7731",3,3,1,287,84
"7732",1,1,2,287,37
"7733",2,1,2,287,40
"7734",3,1,2,287,40
"7735",1,2,2,287,37
"7736",2,2,2,287,114
"7737",3,2,2,287,114
"7738",1,3,2,287,43
"7739",2,3,2,287,43
"7740",3,3,2,287,43
"7741",1,1,3,287,38
"7742",2,1,3,287,22
"7743",3,1,3,287,42
"7744",1,2,3,287,22
"7745",2,2,3,287,22
"7746",3,2,3,287,22
"7747",1,3,3,287,39
"7748",2,3,3,287,39
"7749",3,3,3,287,39
"7750",1,1,1,288,238
"7751",2,1,1,288,238
"7752",3,1,1,288,238
"7753",1,2,1,288,94
"7754",2,2,1,288,94
"7755",3,2,1,288,94
"7756",1,3,1,288,28
"7757",2,3,1,288,28
"7758",3,3,1,288,28
"7759",1,1,2,288,78
"7760",2,1,2,288,78
"7761",3,1,2,288,78
"7762",1,2,2,288,51
"7763",2,2,2,288,51
"7764",3,2,2,288,51
"7765",1,3,2,288,67
"7766",2,3,2,288,67
"7767",3,3,2,288,67
"7768",1,1,3,288,154
"7769",2,1,3,288,154
"7770",3,1,3,288,154
"7771",1,2,3,288,25
"7772",2,2,3,288,20
"7773",3,2,3,288,26
"7774",1,3,3,288,30
"7775",2,3,3,288,30
"7776",3,3,3,288,30
"7777",1,1,1,289,227
"7778",2,1,1,289,227
"7779",3,1,1,289,227
"7780",1,2,1,289,97
"7781",2,2,1,289,97
"7782",3,2,1,289,97
"7783",1,3,1,289,286
"7784",2,3,1,289,286
"7785",3,3,1,289,286
"7786",1,1,2,289,89
"7787",2,1,2,289,61
"7788",3,1,2,289,91
"7789",1,2,2,289,61
"7790",2,2,2,289,61
"7791",3,2,2,289,61
"7792",1,3,2,289,119
"7793",2,3,2,289,119
"7794",3,3,2,289,119
"7795",1,1,3,289,39
"7796",2,1,3,289,39
"7797",3,1,3,289,41
"7798",1,2,3,289,26
"7799",2,2,3,289,26
"7800",3,2,3,289,27
"7801",1,3,3,289,13
"7802",2,3,3,289,13
"7803",3,3,3,289,13
"7804",1,1,1,290,250
"7805",2,1,1,290,250
"7806",3,1,1,290,250
"7807",1,2,1,290,137
"7808",2,2,1,290,137
"7809",3,2,1,290,137
"7810",1,3,1,290,171
"7811",2,3,1,290,171
"7812",3,3,1,290,171
"7813",1,1,2,290,51
"7814",2,1,2,290,52
"7815",3,1,2,290,52
"7816",1,2,2,290,43
"7817",2,2,2,290,43
"7818",3,2,2,290,43
"7819",1,3,2,290,45
"7820",2,3,2,290,45
"7821",3,3,2,290,45
"7822",1,1,3,290,117
"7823",2,1,3,290,118
"7824",3,1,3,290,118
"7825",1,2,3,290,23
"7826",2,2,3,290,24
"7827",3,2,3,290,24
"7828",1,3,3,290,18
"7829",2,3,3,290,18
"7830",3,3,3,290,18
"7831",1,1,1,291,320
"7832",2,1,1,291,320
"7833",3,1,1,291,320
"7834",1,2,1,291,187
"7835",2,2,1,291,188
"7836",3,2,1,291,188
"7837",1,3,1,291,293
"7838",2,3,1,291,293
"7839",3,3,1,291,293
"7840",1,1,2,291,54
"7841",2,1,2,291,54
"7842",3,1,2,291,54
"7843",1,2,2,291,56
"7844",2,2,2,291,56
"7845",3,2,2,291,56
"7846",1,3,2,291,52
"7847",2,3,2,291,52
"7848",3,3,2,291,52
"7849",1,1,3,291,55
"7850",2,1,3,291,56
"7851",3,1,3,291,56
"7852",1,2,3,291,35
"7853",2,2,3,291,37
"7854",3,2,3,291,37
"7855",1,3,3,291,21
"7856",2,3,3,291,21
"7857",3,3,3,291,21
"7858",1,1,1,292,180
"7859",2,1,1,292,181
"7860",3,1,1,292,181
"7861",1,2,1,292,192
"7862",2,2,1,292,192
"7863",3,2,1,292,192
"7864",1,3,1,292,533
"7865",2,3,1,292,533
"7866",3,3,1,292,533
"7867",1,1,2,292,79
"7868",2,1,2,292,74
"7869",3,1,2,292,79
"7870",1,2,2,292,48
"7871",2,2,2,292,46
"7872",3,2,2,292,48
"7873",1,3,2,292,20
"7874",2,3,2,292,20
"7875",3,3,2,292,20
"7876",1,1,3,292,56
"7877",2,1,3,292,57
"7878",3,1,3,292,57
"7879",1,2,3,292,16
"7880",2,2,3,292,16
"7881",3,2,3,292,17
"7882",1,3,3,292,24
"7883",2,3,3,292,24
"7884",3,3,3,292,24
"7885",1,1,1,293,250
"7886",2,1,1,293,250
"7887",3,1,1,293,250
"7888",1,2,1,293,137
"7889",2,2,1,293,137
"7890",3,2,1,293,137
"7891",1,3,1,293,133
"7892",2,3,1,293,133
"7893",3,3,1,293,133
"7894",1,1,2,293,48
"7895",2,1,2,293,30
"7896",3,1,2,293,53
"7897",1,2,2,293,126
"7898",2,2,2,293,126
"7899",3,2,2,293,126
"7900",1,3,2,293,105
"7901",2,3,2,293,105
"7902",3,3,2,293,105
"7903",1,1,3,293,100
"7904",2,1,3,293,102
"7905",3,1,3,293,102
"7906",1,2,3,293,27
"7907",2,2,3,293,28
"7908",3,2,3,293,28
"7909",1,3,3,293,15
"7910",2,3,3,293,15
"7911",3,3,3,293,15
"7912",1,1,1,294,212
"7913",2,1,1,294,212
"7914",3,1,1,294,212
"7915",1,2,1,294,131
"7916",2,2,1,294,131
"7917",3,2,1,294,131
"7918",1,3,1,294,342
"7919",2,3,1,294,342
"7920",3,3,1,294,342
"7921",1,1,2,294,131
"7922",2,1,2,294,131
"7923",3,1,2,294,131
"7924",1,2,2,294,36
"7925",2,2,2,294,33
"7926",3,2,2,294,37
"7927",1,3,2,294,106
"7928",2,3,2,294,106
"7929",3,3,2,294,106
"7930",1,1,3,294,28
"7931",2,1,3,294,28
"7932",3,1,3,294,52
"7933",1,2,3,294,18
"7934",2,2,3,294,20
"7935",3,2,3,294,21
"7936",1,3,3,294,18
"7937",2,3,3,294,18
"7938",3,3,3,294,18
"7939",1,1,1,295,95
"7940",2,1,1,295,95
"7941",3,1,1,295,95
"7942",1,2,1,295,340
"7943",2,2,1,295,340
"7944",3,2,1,295,340
"7945",1,3,1,295,180
"7946",2,3,1,295,180
"7947",3,3,1,295,180
"7948",1,1,2,295,65
"7949",2,1,2,295,56
"7950",3,1,2,295,66
"7951",1,2,2,295,74
"7952",2,2,2,295,74
"7953",3,2,2,295,74
"7954",1,3,2,295,25
"7955",2,3,2,295,25
"7956",3,3,2,295,25
"7957",1,1,3,295,42
"7958",2,1,3,295,48
"7959",3,1,3,295,48
"7960",1,2,3,295,25
"7961",2,2,3,295,26
"7962",3,2,3,295,26
"7963",1,3,3,295,17
"7964",2,3,3,295,17
"7965",3,3,3,295,17
"7966",1,1,1,296,292
"7967",2,1,1,296,292
"7968",3,1,1,296,292
"7969",1,2,1,296,252
"7970",2,2,1,296,252
"7971",3,2,1,296,252
"7972",1,3,1,296,296
"7973",2,3,1,296,296
"7974",3,3,1,296,296
"7975",1,1,2,296,120
"7976",2,1,2,296,120
"7977",3,1,2,296,121
"7978",1,2,2,296,80
"7979",2,2,2,296,80
"7980",3,2,2,296,80
"7981",1,3,2,296,83
"7982",2,3,2,296,83
"7983",3,3,2,296,83
"7984",1,1,3,296,33
"7985",2,1,3,296,35
"7986",3,1,3,296,35
"7987",1,2,3,296,18
"7988",2,2,3,296,18
"7989",3,2,3,296,18
"7990",1,3,3,296,24
"7991",2,3,3,296,24
"7992",3,3,3,296,24
"7993",1,1,1,297,90
"7994",2,1,1,297,90
"7995",3,1,1,297,108
"7996",1,2,1,297,329
"7997",2,2,1,297,329
"7998",3,2,1,297,329
"7999",1,3,1,297,178
"8000",2,3,1,297,178
"8001",3,3,1,297,178
"8002",1,1,2,297,105
"8003",2,1,2,297,108
"8004",3,1,2,297,108
"8005",1,2,2,297,100
"8006",2,2,2,297,100
"8007",3,2,2,297,100
"8008",1,3,2,297,24
"8009",2,3,2,297,24
"8010",3,3,2,297,24
"8011",1,1,3,297,33
"8012",2,1,3,297,33
"8013",3,1,3,297,33
"8014",1,2,3,297,24
"8015",2,2,3,297,24
"8016",3,2,3,297,24
"8017",1,3,3,297,20
"8018",2,3,3,297,20
"8019",3,3,3,297,20
"8020",1,1,1,298,310
"8021",2,1,1,298,310
"8022",3,1,1,298,310
"8023",1,2,1,298,270
"8024",2,2,1,298,270
"8025",3,2,1,298,270
"8026",1,3,1,298,106
"8027",2,3,1,298,106
"8028",3,3,1,298,106
"8029",1,1,2,298,150
"8030",2,1,2,298,150
"8031",3,1,2,298,150
"8032",1,2,2,298,93
"8033",2,2,2,298,94
"8034",3,2,2,298,94
"8035",1,3,2,298,43
"8036",2,3,2,298,43
"8037",3,3,2,298,43
"8038",1,1,3,298,27
"8039",2,1,3,298,26
"8040",3,1,3,298,27
"8041",1,2,3,298,25
"8042",2,2,3,298,25
"8043",3,2,3,298,25
"8044",1,3,3,298,31
"8045",2,3,3,298,31
"8046",3,3,3,298,31
"8047",1,1,1,299,190
"8048",2,1,1,299,190
"8049",3,1,1,299,190
"8050",1,2,1,299,253
"8051",2,2,1,299,253
"8052",3,2,1,299,253
"8053",1,3,1,299,233
"8054",2,3,1,299,233
"8055",3,3,1,299,233
"8056",1,1,2,299,86
"8057",2,1,2,299,86
"8058",3,1,2,299,86
"8059",1,2,2,299,86
"8060",2,2,2,299,86
"8061",3,2,2,299,86
"8062",1,3,2,299,15
"8063",2,3,2,299,15
"8064",3,3,2,299,15
"8065",1,1,3,299,47
"8066",2,1,3,299,48
"8067",3,1,3,299,48
"8068",1,2,3,299,15
"8069",2,2,3,299,15
"8070",3,2,3,299,15
"8071",1,3,3,299,19
"8072",2,3,3,299,19
"8073",3,3,3,299,19
"8074",1,1,1,300,433
"8075",2,1,1,300,433
"8076",3,1,1,300,433
"8077",1,2,1,300,280
"8078",2,2,1,300,280
"8079",3,2,1,300,280
"8080",1,3,1,300,129
"8081",2,3,1,300,129
"8082",3,3,1,300,129
"8083",1,1,2,300,142
"8084",2,1,2,300,142
"8085",3,1,2,300,142
"8086",1,2,2,300,37
"8087",2,2,2,300,37
"8088",3,2,2,300,37
"8089",1,3,2,300,88
"8090",2,3,2,300,88
"8091",3,3,2,300,88
"8092",1,1,3,300,67
"8093",2,1,3,300,76
"8094",3,1,3,300,76
"8095",1,2,3,300,48
"8096",2,2,3,300,48
"8097",3,2,3,300,48
"8098",1,3,3,300,20
"8099",2,3,3,300,20
"8100",3,3,3,300,20
"8101",1,1,1,301,291
"8102",2,1,1,301,291
"8103",3,1,1,301,291
"8104",1,2,1,301,235
"8105",2,2,1,301,235
"8106",3,2,1,301,235
"8107",1,3,1,301,170
"8108",2,3,1,301,170
"8109",3,3,1,301,170
"8110",1,1,2,301,69
"8111",2,1,2,301,69
"8112",3,1,2,301,69
"8113",1,2,2,301,41
"8114",2,2,2,301,41
"8115",3,2,2,301,49
"8116",1,3,2,301,56
"8117",2,3,2,301,56
"8118",3,3,2,301,56
"8119",1,1,3,301,67
"8120",2,1,3,301,90
"8121",3,1,3,301,90
"8122",1,2,3,301,27
"8123",2,2,3,301,27
"8124",3,2,3,301,27
"8125",1,3,3,301,33
"8126",2,3,3,301,33
"8127",3,3,3,301,33
"8128",1,1,1,302,256
"8129",2,1,1,302,256
"8130",3,1,1,302,256
"8131",1,2,1,302,134
"8132",2,2,1,302,134
"8133",3,2,1,302,134
"8134",1,3,1,302,292
"8135",2,3,1,302,292
"8136",3,3,1,302,292
"8137",1,1,2,302,68
"8138",2,1,2,302,68
"8139",3,1,2,302,68
"8140",1,2,2,302,48
"8141",2,2,2,302,48
"8142",3,2,2,302,48
"8143",1,3,2,302,66
"8144",2,3,2,302,66
"8145",3,3,2,302,66
"8146",1,1,3,302,40
"8147",2,1,3,302,40
"8148",3,1,3,302,40
"8149",1,2,3,302,25
"8150",2,2,3,302,25
"8151",3,2,3,302,25
"8152",1,3,3,302,25
"8153",2,3,3,302,25
"8154",3,3,3,302,25
"8155",1,1,1,303,239
"8156",2,1,1,303,239
"8157",3,1,1,303,239
"8158",1,2,1,303,467
"8159",2,2,1,303,467
"8160",3,2,1,303,467
"8161",1,3,1,303,317
"8162",2,3,1,303,317
"8163",3,3,1,303,317
"8164",1,1,2,303,129
"8165",2,1,2,303,129
"8166",3,1,2,303,129
"8167",1,2,2,303,107
"8168",2,2,2,303,107
"8169",3,2,2,303,107
"8170",1,3,2,303,46
"8171",2,3,2,303,46
"8172",3,3,2,303,46
"8173",1,1,3,303,62
"8174",2,1,3,303,68
"8175",3,1,3,303,68
"8176",1,2,3,303,17
"8177",2,2,3,303,17
"8178",3,2,3,303,17
"8179",1,3,3,303,28
"8180",2,3,3,303,28
"8181",3,3,3,303,28
"8182",1,1,1,304,127
"8183",2,1,1,304,66
"8184",3,1,1,304,127
"8185",1,2,1,304,387
"8186",2,2,1,304,387
"8187",3,2,1,304,387
"8188",1,3,1,304,19
"8189",2,3,1,304,19
"8190",3,3,1,304,19
"8191",1,1,2,304,64
"8192",2,1,2,304,64
"8193",3,1,2,304,64
"8194",1,2,2,304,131
"8195",2,2,2,304,131
"8196",3,2,2,304,131
"8197",1,3,2,304,58
"8198",2,3,2,304,58
"8199",3,3,2,304,58
"8200",1,1,3,304,29
"8201",2,1,3,304,29
"8202",3,1,3,304,29
"8203",1,2,3,304,46
"8204",2,2,3,304,46
"8205",3,2,3,304,46
"8206",1,3,3,304,20
"8207",2,3,3,304,20
"8208",3,3,3,304,20
"8209",1,1,1,305,353
"8210",2,1,1,305,353
"8211",3,1,1,305,353
"8212",1,2,1,305,196
"8213",2,2,1,305,196
"8214",3,2,1,305,196
"8215",1,3,1,305,399
"8216",2,3,1,305,399
"8217",3,3,1,305,399
"8218",1,1,2,305,61
"8219",2,1,2,305,48
"8220",3,1,2,305,61
"8221",1,2,2,305,50
"8222",2,2,2,305,50
"8223",3,2,2,305,50
"8224",1,3,2,305,46
"8225",2,3,2,305,46
"8226",3,3,2,305,46
"8227",1,1,3,305,27
"8228",2,1,3,305,27
"8229",3,1,3,305,28
"8230",1,2,3,305,23
"8231",2,2,3,305,23
"8232",3,2,3,305,23
"8233",1,3,3,305,24
"8234",2,3,3,305,24
"8235",3,3,3,305,24
"8236",1,1,1,306,93
"8237",2,1,1,306,83
"8238",3,1,1,306,104
"8239",1,2,1,306,219
"8240",2,2,1,306,219
"8241",3,2,1,306,219
"8242",1,3,1,306,99
"8243",2,3,1,306,99
"8244",3,3,1,306,99
"8245",1,1,2,306,114
"8246",2,1,2,306,56
"8247",3,1,2,306,114
"8248",1,2,2,306,82
"8249",2,2,2,306,82
"8250",3,2,2,306,82
"8251",1,3,2,306,50
"8252",2,3,2,306,50
"8253",3,3,2,306,50
"8254",1,1,3,306,62
"8255",2,1,3,306,64
"8256",3,1,3,306,64
"8257",1,2,3,306,22
"8258",2,2,3,306,22
"8259",3,2,3,306,22
"8260",1,3,3,306,28
"8261",2,3,3,306,28
"8262",3,3,3,306,28
"8263",1,1,1,307,185
"8264",2,1,1,307,185
"8265",3,1,1,307,185
"8266",1,2,1,307,42
"8267",2,2,1,307,42
"8268",3,2,1,307,42
"8269",1,3,1,307,281
"8270",2,3,1,307,281
"8271",3,3,1,307,281
"8272",1,1,2,307,69
"8273",2,1,2,307,69
"8274",3,1,2,307,69
"8275",1,2,2,307,55
"8276",2,2,2,307,55
"8277",3,2,2,307,55
"8278",1,3,2,307,32
"8279",2,3,2,307,32
"8280",3,3,2,307,32
"8281",1,1,3,307,64
"8282",2,1,3,307,64
"8283",3,1,3,307,64
"8284",1,2,3,307,27
"8285",2,2,3,307,27
"8286",3,2,3,307,27
"8287",1,3,3,307,14
"8288",2,3,3,307,14
"8289",3,3,3,307,14
"8290",1,1,1,308,505
"8291",2,1,1,308,509
"8292",3,1,1,308,509
"8293",1,2,1,308,285
"8294",2,2,1,308,285
"8295",3,2,1,308,285
"8296",1,3,1,308,310
"8297",2,3,1,308,310
"8298",3,3,1,308,310
"8299",1,1,2,308,106
"8300",2,1,2,308,66
"8301",3,1,2,308,108
"8302",1,2,2,308,54
"8303",2,2,2,308,54
"8304",3,2,2,308,54
"8305",1,3,2,308,37
"8306",2,3,2,308,37
"8307",3,3,2,308,37
"8308",1,1,3,308,20
"8309",2,1,3,308,22
"8310",3,1,3,308,22
"8311",1,2,3,308,17
"8312",2,2,3,308,15
"8313",3,2,3,308,29
"8314",1,3,3,308,25
"8315",2,3,3,308,25
"8316",3,3,3,308,25
"8317",1,1,1,309,273
"8318",2,1,1,309,274
"8319",3,1,1,309,274
"8320",1,2,1,309,88
"8321",2,2,1,309,88
"8322",3,2,1,309,88
"8323",1,3,1,309,59
"8324",2,3,1,309,59
"8325",3,3,1,309,59
"8326",1,1,2,309,61
"8327",2,1,2,309,61
"8328",3,1,2,309,61
"8329",1,2,2,309,67
"8330",2,2,2,309,67
"8331",3,2,2,309,67
"8332",1,3,2,309,31
"8333",2,3,2,309,31
"8334",3,3,2,309,31
"8335",1,1,3,309,33
"8336",2,1,3,309,34
"8337",3,1,3,309,34
"8338",1,2,3,309,27
"8339",2,2,3,309,27
"8340",3,2,3,309,27
"8341",1,3,3,309,18
"8342",2,3,3,309,18
"8343",3,3,3,309,18
"8344",1,1,1,310,116
"8345",2,1,1,310,116
"8346",3,1,1,310,116
"8347",1,2,1,310,465
"8348",2,2,1,310,465
"8349",3,2,1,310,465
"8350",1,3,1,310,126
"8351",2,3,1,310,126
"8352",3,3,1,310,126
"8353",1,1,2,310,75
"8354",2,1,2,310,75
"8355",3,1,2,310,75
"8356",1,2,2,310,91
"8357",2,2,2,310,91
"8358",3,2,2,310,91
"8359",1,3,2,310,139
"8360",2,3,2,310,139
"8361",3,3,2,310,139
"8362",1,1,3,310,46
"8363",2,1,3,310,46
"8364",3,1,3,310,46
"8365",1,2,3,310,32
"8366",2,2,3,310,32
"8367",3,2,3,310,32
"8368",1,3,3,310,18
"8369",2,3,3,310,18
"8370",3,3,3,310,18
"8371",1,1,1,311,483
"8372",2,1,1,311,483
"8373",3,1,1,311,483
"8374",1,2,1,311,144
"8375",2,2,1,311,144
"8376",3,2,1,311,144
"8377",1,3,1,311,278
"8378",2,3,1,311,283
"8379",3,3,1,311,283
"8380",1,1,2,311,72
"8381",2,1,2,311,72
"8382",3,1,2,311,72
"8383",1,2,2,311,59
"8384",2,2,2,311,59
"8385",3,2,2,311,59
"8386",1,3,2,311,93
"8387",2,3,2,311,93
"8388",3,3,2,311,93
"8389",1,1,3,311,31
"8390",2,1,3,311,33
"8391",3,1,3,311,33
"8392",1,2,3,311,22
"8393",2,2,3,311,22
"8394",3,2,3,311,22
"8395",1,3,3,311,15
"8396",2,3,3,311,15
"8397",3,3,3,311,15
"8398",1,1,1,312,427
"8399",2,1,1,312,427
"8400",3,1,1,312,427
"8401",1,2,1,312,187
"8402",2,2,1,312,187
"8403",3,2,1,312,187
"8404",1,3,1,312,286
"8405",2,3,1,312,286
"8406",3,3,1,312,286
"8407",1,1,2,312,61
"8408",2,1,2,312,61
"8409",3,1,2,312,61
"8410",1,2,2,312,49
"8411",2,2,2,312,49
"8412",3,2,2,312,49
"8413",1,3,2,312,101
"8414",2,3,2,312,101
"8415",3,3,2,312,101
"8416",1,1,3,312,94
"8417",2,1,3,312,94
"8418",3,1,3,312,94
"8419",1,2,3,312,26
"8420",2,2,3,312,14
"8421",3,2,3,312,26
"8422",1,3,3,312,24
"8423",2,3,3,312,24
"8424",3,3,3,312,24
"8425",1,1,1,313,189
"8426",2,1,1,313,189
"8427",3,1,1,313,189
"8428",1,2,1,313,543
"8429",2,2,1,313,543
"8430",3,2,1,313,543
"8431",1,3,1,313,411
"8432",2,3,1,313,411
"8433",3,3,1,313,411
"8434",1,1,2,313,69
"8435",2,1,2,313,69
"8436",3,1,2,313,69
"8437",1,2,2,313,37
"8438",2,2,2,313,37
"8439",3,2,2,313,37
"8440",1,3,2,313,73
"8441",2,3,2,313,73
"8442",3,3,2,313,73
"8443",1,1,3,313,122
"8444",2,1,3,313,131
"8445",3,1,3,313,131
"8446",1,2,3,313,16
"8447",2,2,3,313,16
"8448",3,2,3,313,16
"8449",1,3,3,313,19
"8450",2,3,3,313,33
"8451",3,3,3,313,33
"8452",1,1,1,314,187
"8453",2,1,1,314,187
"8454",3,1,1,314,187
"8455",1,2,1,314,138
"8456",2,2,1,314,138
"8457",3,2,1,314,138
"8458",1,3,1,314,113
"8459",2,3,1,314,113
"8460",3,3,1,314,113
"8461",1,1,2,314,92
"8462",2,1,2,314,93
"8463",3,1,2,314,93
"8464",1,2,2,314,94
"8465",2,2,2,314,94
"8466",3,2,2,314,94
"8467",1,3,2,314,44
"8468",2,3,2,314,44
"8469",3,3,2,314,44
"8470",1,1,3,314,39
"8471",2,1,3,314,40
"8472",3,1,3,314,40
"8473",1,2,3,314,20
"8474",2,2,3,314,20
"8475",3,2,3,314,20
"8476",1,3,3,314,25
"8477",2,3,3,314,25
"8478",3,3,3,314,25
"8479",1,1,1,315,134
"8480",2,1,1,315,136
"8481",3,1,1,315,136
"8482",1,2,1,315,281
"8483",2,2,1,315,281
"8484",3,2,1,315,281
"8485",1,3,1,315,662
"8486",2,3,1,315,679
"8487",3,3,1,315,679
"8488",1,1,2,315,61
"8489",2,1,2,315,61
"8490",3,1,2,315,61
"8491",1,2,2,315,54
"8492",2,2,2,315,47
"8493",3,2,2,315,54
"8494",1,3,2,315,33
"8495",2,3,2,315,33
"8496",3,3,2,315,33
"8497",1,1,3,315,100
"8498",2,1,3,315,102
"8499",3,1,3,315,102
"8500",1,2,3,315,47
"8501",2,2,3,315,47
"8502",3,2,3,315,47
"8503",1,3,3,315,32
"8504",2,3,3,315,32
"8505",3,3,3,315,32
"8506",1,1,1,316,176
"8507",2,1,1,316,187
"8508",3,1,1,316,187
"8509",1,2,1,316,190
"8510",2,2,1,316,191
"8511",3,2,1,316,191
"8512",1,3,1,316,258
"8513",2,3,1,316,258
"8514",3,3,1,316,258
"8515",1,1,2,316,57
"8516",2,1,2,316,55
"8517",3,1,2,316,61
"8518",1,2,2,316,54
"8519",2,2,2,316,54
"8520",3,2,2,316,54
"8521",1,3,2,316,61
"8522",2,3,2,316,73
"8523",3,3,2,316,73
"8524",1,1,3,316,53
"8525",2,1,3,316,53
"8526",3,1,3,316,53
"8527",1,2,3,316,19
"8528",2,2,3,316,19
"8529",3,2,3,316,19
"8530",1,3,3,316,25
"8531",2,3,3,316,25
"8532",3,3,3,316,25
"8533",1,1,1,317,194
"8534",2,1,1,317,194
"8535",3,1,1,317,194
"8536",1,2,1,317,408
"8537",2,2,1,317,408
"8538",3,2,1,317,408
"8539",1,3,1,317,283
"8540",2,3,1,317,283
"8541",3,3,1,317,283
"8542",1,1,2,317,71
"8543",2,1,2,317,76
"8544",3,1,2,317,76
"8545",1,2,2,317,64
"8546",2,2,2,317,64
"8547",3,2,2,317,64
"8548",1,3,2,317,16
"8549",2,3,2,317,16
"8550",3,3,2,317,16
"8551",1,1,3,317,73
"8552",2,1,3,317,73
"8553",3,1,3,317,73
"8554",1,2,3,317,31
"8555",2,2,3,317,31
"8556",3,2,3,317,31
"8557",1,3,3,317,20
"8558",2,3,3,317,20
"8559",3,3,3,317,20
"8560",1,1,1,318,148
"8561",2,1,1,318,149
"8562",3,1,1,318,149
"8563",1,2,1,318,56
"8564",2,2,1,318,56
"8565",3,2,1,318,56
"8566",1,3,1,318,193
"8567",2,3,1,318,193
"8568",3,3,1,318,193
"8569",1,1,2,318,43
"8570",2,1,2,318,43
"8571",3,1,2,318,43
"8572",1,2,2,318,43
"8573",2,2,2,318,43
"8574",3,2,2,318,43
"8575",1,3,2,318,30
"8576",2,3,2,318,30
"8577",3,3,2,318,30
"8578",1,1,3,318,64
"8579",2,1,3,318,64
"8580",3,1,3,318,64
"8581",1,2,3,318,24
"8582",2,2,3,318,20
"8583",3,2,3,318,24
"8584",1,3,3,318,20
"8585",2,3,3,318,20
"8586",3,3,3,318,20
"8587",1,1,1,319,196
"8588",2,1,1,319,122
"8589",3,1,1,319,196
"8590",1,2,1,319,98
"8591",2,2,1,319,98
"8592",3,2,1,319,98
"8593",1,3,1,319,384
"8594",2,3,1,319,384
"8595",3,3,1,319,384
"8596",1,1,2,319,79
"8597",2,1,2,319,79
"8598",3,1,2,319,79
"8599",1,2,2,319,125
"8600",2,2,2,319,125
"8601",3,2,2,319,125
"8602",1,3,2,319,37
"8603",2,3,2,319,37
"8604",3,3,2,319,37
"8605",1,1,3,319,78
"8606",2,1,3,319,81
"8607",3,1,3,319,81
"8608",1,2,3,319,26
"8609",2,2,3,319,26
"8610",3,2,3,319,26
"8611",1,3,3,319,16
"8612",2,3,3,319,16
"8613",3,3,3,319,16
"8614",1,1,1,320,128
"8615",2,1,1,320,128
"8616",3,1,1,320,128
"8617",1,2,1,320,112
"8618",2,2,1,320,112
"8619",3,2,1,320,112
"8620",1,3,1,320,58
"8621",2,3,1,320,58
"8622",3,3,1,320,58
"8623",1,1,2,320,60
"8624",2,1,2,320,60
"8625",3,1,2,320,78
"8626",1,2,2,320,30
"8627",2,2,2,320,30
"8628",3,2,2,320,31
"8629",1,3,2,320,108
"8630",2,3,2,320,108
"8631",3,3,2,320,108
"8632",1,1,3,320,43
"8633",2,1,3,320,36
"8634",3,1,3,320,43
"8635",1,2,3,320,31
"8636",2,2,3,320,31
"8637",3,2,3,320,31
"8638",1,3,3,320,19
"8639",2,3,3,320,19
"8640",3,3,3,320,19
"8641",1,1,1,321,84
"8642",2,1,1,321,81
"8643",3,1,1,321,84
"8644",1,2,1,321,392
"8645",2,2,1,321,392
"8646",3,2,1,321,392
"8647",1,3,1,321,251
"8648",2,3,1,321,251
"8649",3,3,1,321,251
"8650",1,1,2,321,74
"8651",2,1,2,321,77
"8652",3,1,2,321,77
"8653",1,2,2,321,44
"8654",2,2,2,321,34
"8655",3,2,2,321,44
"8656",1,3,2,321,44
"8657",2,3,2,321,44
"8658",3,3,2,321,44
"8659",1,1,3,321,58
"8660",2,1,3,321,58
"8661",3,1,3,321,58
"8662",1,2,3,321,29
"8663",2,2,3,321,29
"8664",3,2,3,321,29
"8665",1,3,3,321,27
"8666",2,3,3,321,27
"8667",3,3,3,321,27
"8668",1,1,1,322,85
"8669",2,1,1,322,85
"8670",3,1,1,322,92
"8671",1,2,1,322,336
"8672",2,2,1,322,336
"8673",3,2,1,322,336
"8674",1,3,1,322,267
"8675",2,3,1,322,267
"8676",3,3,1,322,267
"8677",1,1,2,322,58
"8678",2,1,2,322,58
"8679",3,1,2,322,59
"8680",1,2,2,322,79
"8681",2,2,2,322,79
"8682",3,2,2,322,79
"8683",1,3,2,322,25
"8684",2,3,2,322,25
"8685",3,3,2,322,25
"8686",1,1,3,322,62
"8687",2,1,3,322,64
"8688",3,1,3,322,64
"8689",1,2,3,322,29
"8690",2,2,3,322,29
"8691",3,2,3,322,29
"8692",1,3,3,322,25
"8693",2,3,3,322,25
"8694",3,3,3,322,25
