"","Var1","Var2","Var3","value"
"9180",3,4,765,3
"9181",1,1,766,29
"9182",2,1,766,29
"9183",3,1,766,29
"9184",1,2,766,6
"9185",2,2,766,6
"9186",3,2,766,6
"9187",1,3,766,3
"9188",2,3,766,3
"9189",3,3,766,3
"9190",1,4,766,2
"9191",2,4,766,2
"9192",3,4,766,2
"9193",1,1,767,25
"9194",2,1,767,25
"9195",3,1,767,25
"9196",1,2,767,9
"9197",2,2,767,9
"9198",3,2,767,8
"9199",1,3,767,3
"9200",2,3,767,3
"9201",3,3,767,3
"9202",1,4,767,2
"9203",2,4,767,2
"9204",3,4,767,2
"9205",1,1,768,17
"9206",2,1,768,17
"9207",3,1,768,17
"9208",1,2,768,11
"9209",2,2,768,11
"9210",3,2,768,11
"9211",1,3,768,3
"9212",2,3,768,3
"9213",3,3,768,3
"9214",1,4,768,2
"9215",2,4,768,2
"9216",3,4,768,2
"9217",1,1,769,25
"9218",2,1,769,25
"9219",3,1,769,25
"9220",1,2,769,9
"9221",2,2,769,9
"9222",3,2,769,9
"9223",1,3,769,4
"9224",2,3,769,4
"9225",3,3,769,4
"9226",1,4,769,2
"9227",2,4,769,2
"9228",3,4,769,2
"9229",1,1,770,28
"9230",2,1,770,28
"9231",3,1,770,27
"9232",1,2,770,7
"9233",2,2,770,7
"9234",3,2,770,7
"9235",1,3,770,3
"9236",2,3,770,3
"9237",3,3,770,3
"9238",1,4,770,3
"9239",2,4,770,3
"9240",3,4,770,2
"9241",1,1,771,18
"9242",2,1,771,18
"9243",3,1,771,18
"9244",1,2,771,4
"9245",2,2,771,4
"9246",3,2,771,4
"9247",1,3,771,3
"9248",2,3,771,3
"9249",3,3,771,3
"9250",1,4,771,2
"9251",2,4,771,2
"9252",3,4,771,2
"9253",1,1,772,20
"9254",2,1,772,20
"9255",3,1,772,20
"9256",1,2,772,8
"9257",2,2,772,8
"9258",3,2,772,8
"9259",1,3,772,6
"9260",2,3,772,6
"9261",3,3,772,6
"9262",1,4,772,2
"9263",2,4,772,2
"9264",3,4,772,2
"9265",1,1,773,27
"9266",2,1,773,27
"9267",3,1,773,27
"9268",1,2,773,7
"9269",2,2,773,7
"9270",3,2,773,7
"9271",1,3,773,4
"9272",2,3,773,4
"9273",3,3,773,4
"9274",1,4,773,1
"9275",2,4,773,1
"9276",3,4,773,1
"9277",1,1,774,25
"9278",2,1,774,25
"9279",3,1,774,25
"9280",1,2,774,6
"9281",2,2,774,6
"9282",3,2,774,6
"9283",1,3,774,3
"9284",2,3,774,3
"9285",3,3,774,3
"9286",1,4,774,2
"9287",2,4,774,2
"9288",3,4,774,2
"9289",1,1,775,21
"9290",2,1,775,21
"9291",3,1,775,21
"9292",1,2,775,5
"9293",2,2,775,5
"9294",3,2,775,5
"9295",1,3,775,6
"9296",2,3,775,6
"9297",3,3,775,6
"9298",1,4,775,2
"9299",2,4,775,2
"9300",3,4,775,2
"9301",1,1,776,15
"9302",2,1,776,15
"9303",3,1,776,15
"9304",1,2,776,5
"9305",2,2,776,5
"9306",3,2,776,5
"9307",1,3,776,3
"9308",2,3,776,3
"9309",3,3,776,3
"9310",1,4,776,3
"9311",2,4,776,3
"9312",3,4,776,2
"9313",1,1,777,31
"9314",2,1,777,31
"9315",3,1,777,31
"9316",1,2,777,9
"9317",2,2,777,9
"9318",3,2,777,9
"9319",1,3,777,3
"9320",2,3,777,3
"9321",3,3,777,3
"9322",1,4,777,2
"9323",2,4,777,2
"9324",3,4,777,1
"9325",1,1,778,23
"9326",2,1,778,23
"9327",3,1,778,23
"9328",1,2,778,5
"9329",2,2,778,5
"9330",3,2,778,5
"9331",1,3,778,6
"9332",2,3,778,6
"9333",3,3,778,6
"9334",1,4,778,2
"9335",2,4,778,2
"9336",3,4,778,2
"9337",1,1,779,18
"9338",2,1,779,18
"9339",3,1,779,18
"9340",1,2,779,6
"9341",2,2,779,6
"9342",3,2,779,6
"9343",1,3,779,4
"9344",2,3,779,4
"9345",3,3,779,4
"9346",1,4,779,2
"9347",2,4,779,2
"9348",3,4,779,2
"9349",1,1,780,20
"9350",2,1,780,20
"9351",3,1,780,20
"9352",1,2,780,6
"9353",2,2,780,6
"9354",3,2,780,6
"9355",1,3,780,3
"9356",2,3,780,3
"9357",3,3,780,3
"9358",1,4,780,2
"9359",2,4,780,2
"9360",3,4,780,2
"9361",1,1,781,20
"9362",2,1,781,20
"9363",3,1,781,20
"9364",1,2,781,8
"9365",2,2,781,8
"9366",3,2,781,8
"9367",1,3,781,4
"9368",2,3,781,4
"9369",3,3,781,4
"9370",1,4,781,2
"9371",2,4,781,2
"9372",3,4,781,2
"9373",1,1,782,28
"9374",2,1,782,28
"9375",3,1,782,28
"9376",1,2,782,4
"9377",2,2,782,4
"9378",3,2,782,4
"9379",1,3,782,4
"9380",2,3,782,4
"9381",3,3,782,4
"9382",1,4,782,3
"9383",2,4,782,3
"9384",3,4,782,3
"9385",1,1,783,25
"9386",2,1,783,25
"9387",3,1,783,23
"9388",1,2,783,12
"9389",2,2,783,12
"9390",3,2,783,12
"9391",1,3,783,2
"9392",2,3,783,2
"9393",3,3,783,2
"9394",1,4,783,2
"9395",2,4,783,2
"9396",3,4,783,2
"9397",1,1,784,32
"9398",2,1,784,32
"9399",3,1,784,32
"9400",1,2,784,12
"9401",2,2,784,12
"9402",3,2,784,12
"9403",1,3,784,2
"9404",2,3,784,2
"9405",3,3,784,2
"9406",1,4,784,2
"9407",2,4,784,2
"9408",3,4,784,2
"9409",1,1,785,22
"9410",2,1,785,22
"9411",3,1,785,22
"9412",1,2,785,6
"9413",2,2,785,6
"9414",3,2,785,6
"9415",1,3,785,2
"9416",2,3,785,2
"9417",3,3,785,2
"9418",1,4,785,1
"9419",2,4,785,1
"9420",3,4,785,1
"9421",1,1,786,30
"9422",2,1,786,30
"9423",3,1,786,29
"9424",1,2,786,6
"9425",2,2,786,6
"9426",3,2,786,6
"9427",1,3,786,3
"9428",2,3,786,3
"9429",3,3,786,3
"9430",1,4,786,1
"9431",2,4,786,1
"9432",3,4,786,1
"9433",1,1,787,15
"9434",2,1,787,15
"9435",3,1,787,15
"9436",1,2,787,8
"9437",2,2,787,8
"9438",3,2,787,8
"9439",1,3,787,3
"9440",2,3,787,3
"9441",3,3,787,3
"9442",1,4,787,2
"9443",2,4,787,2
"9444",3,4,787,2
"9445",1,1,788,18
"9446",2,1,788,18
"9447",3,1,788,18
"9448",1,2,788,5
"9449",2,2,788,5
"9450",3,2,788,5
"9451",1,3,788,5
"9452",2,3,788,5
"9453",3,3,788,5
"9454",1,4,788,2
"9455",2,4,788,2
"9456",3,4,788,2
"9457",1,1,789,21
"9458",2,1,789,21
"9459",3,1,789,21
"9460",1,2,789,6
"9461",2,2,789,6
"9462",3,2,789,6
"9463",1,3,789,4
"9464",2,3,789,4
"9465",3,3,789,4
"9466",1,4,789,2
"9467",2,4,789,2
"9468",3,4,789,2
"9469",1,1,790,22
"9470",2,1,790,22
"9471",3,1,790,19
"9472",1,2,790,14
"9473",2,2,790,14
"9474",3,2,790,14
"9475",1,3,790,3
"9476",2,3,790,3
"9477",3,3,790,3
"9478",1,4,790,4
"9479",2,4,790,4
"9480",3,4,790,3
"9481",1,1,791,21
"9482",2,1,791,21
"9483",3,1,791,21
"9484",1,2,791,8
"9485",2,2,791,8
"9486",3,2,791,8
"9487",1,3,791,3
"9488",2,3,791,3
"9489",3,3,791,3
"9490",1,4,791,2
"9491",2,4,791,2
"9492",3,4,791,2
"9493",1,1,792,31
"9494",2,1,792,31
"9495",3,1,792,31
"9496",1,2,792,9
"9497",2,2,792,9
"9498",3,2,792,9
"9499",1,3,792,2
"9500",2,3,792,2
"9501",3,3,792,2
"9502",1,4,792,1
"9503",2,4,792,1
"9504",3,4,792,1
"9505",1,1,793,22
"9506",2,1,793,22
"9507",3,1,793,22
"9508",1,2,793,5
"9509",2,2,793,5
"9510",3,2,793,5
"9511",1,3,793,4
"9512",2,3,793,4
"9513",3,3,793,4
"9514",1,4,793,1
"9515",2,4,793,1
"9516",3,4,793,1
"9517",1,1,794,21
"9518",2,1,794,21
"9519",3,1,794,19
"9520",1,2,794,6
"9521",2,2,794,6
"9522",3,2,794,6
"9523",1,3,794,3
"9524",2,3,794,3
"9525",3,3,794,3
"9526",1,4,794,2
"9527",2,4,794,2
"9528",3,4,794,2
"9529",1,1,795,18
"9530",2,1,795,18
"9531",3,1,795,18
"9532",1,2,795,5
"9533",2,2,795,5
"9534",3,2,795,5
"9535",1,3,795,3
"9536",2,3,795,3
"9537",3,3,795,3
"9538",1,4,795,2
"9539",2,4,795,2
"9540",3,4,795,2
"9541",1,1,796,36
"9542",2,1,796,36
"9543",3,1,796,36
"9544",1,2,796,3
"9545",2,2,796,3
"9546",3,2,796,3
"9547",1,3,796,5
"9548",2,3,796,5
"9549",3,3,796,5
"9550",1,4,796,3
"9551",2,4,796,3
"9552",3,4,796,3
"9553",1,1,797,18
"9554",2,1,797,18
"9555",3,1,797,18
"9556",1,2,797,12
"9557",2,2,797,12
"9558",3,2,797,12
"9559",1,3,797,3
"9560",2,3,797,3
"9561",3,3,797,3
"9562",1,4,797,2
"9563",2,4,797,2
"9564",3,4,797,2
"9565",1,1,798,25
"9566",2,1,798,25
"9567",3,1,798,25
"9568",1,2,798,5
"9569",2,2,798,5
"9570",3,2,798,5
"9571",1,3,798,5
"9572",2,3,798,5
"9573",3,3,798,5
"9574",1,4,798,3
"9575",2,4,798,3
"9576",3,4,798,2
"9577",1,1,799,9
"9578",2,1,799,9
"9579",3,1,799,9
"9580",1,2,799,5
"9581",2,2,799,5
"9582",3,2,799,5
"9583",1,3,799,5
"9584",2,3,799,5
"9585",3,3,799,5
"9586",1,4,799,2
"9587",2,4,799,2
"9588",3,4,799,2
"9589",1,1,800,17
"9590",2,1,800,17
"9591",3,1,800,17
"9592",1,2,800,4
"9593",2,2,800,4
"9594",3,2,800,4
"9595",1,3,800,4
"9596",2,3,800,4
"9597",3,3,800,4
"9598",1,4,800,2
"9599",2,4,800,2
"9600",3,4,800,2
"9601",1,1,801,42
"9602",2,1,801,42
"9603",3,1,801,42
"9604",1,2,801,4
"9605",2,2,801,4
"9606",3,2,801,4
"9607",1,3,801,3
"9608",2,3,801,3
"9609",3,3,801,3
"9610",1,4,801,1
"9611",2,4,801,1
"9612",3,4,801,1
"9613",1,1,802,23
"9614",2,1,802,23
"9615",3,1,802,19
"9616",1,2,802,4
"9617",2,2,802,4
"9618",3,2,802,4
"9619",1,3,802,4
"9620",2,3,802,4
"9621",3,3,802,4
"9622",1,4,802,3
"9623",2,4,802,3
"9624",3,4,802,3
"9625",1,1,803,30
"9626",2,1,803,30
"9627",3,1,803,30
"9628",1,2,803,10
"9629",2,2,803,10
"9630",3,2,803,10
"9631",1,3,803,3
"9632",2,3,803,3
"9633",3,3,803,3
"9634",1,4,803,2
"9635",2,4,803,2
"9636",3,4,803,2
"9637",1,1,804,22
"9638",2,1,804,22
"9639",3,1,804,22
"9640",1,2,804,6
"9641",2,2,804,6
"9642",3,2,804,6
"9643",1,3,804,3
"9644",2,3,804,3
"9645",3,3,804,3
"9646",1,4,804,2
"9647",2,4,804,2
"9648",3,4,804,2
"9649",1,1,805,18
"9650",2,1,805,18
"9651",3,1,805,18
"9652",1,2,805,7
"9653",2,2,805,7
"9654",3,2,805,7
"9655",1,3,805,5
"9656",2,3,805,5
"9657",3,3,805,5
"9658",1,4,805,3
"9659",2,4,805,3
"9660",3,4,805,3
"9661",1,1,806,35
"9662",2,1,806,35
"9663",3,1,806,35
"9664",1,2,806,4
"9665",2,2,806,4
"9666",3,2,806,4
"9667",1,3,806,3
"9668",2,3,806,3
"9669",3,3,806,3
"9670",1,4,806,4
"9671",2,4,806,4
"9672",3,4,806,3
"9673",1,1,807,14
"9674",2,1,807,14
"9675",3,1,807,14
"9676",1,2,807,7
"9677",2,2,807,7
"9678",3,2,807,7
"9679",1,3,807,3
"9680",2,3,807,3
"9681",3,3,807,3
"9682",1,4,807,2
"9683",2,4,807,2
"9684",3,4,807,2
"9685",1,1,808,29
"9686",2,1,808,29
"9687",3,1,808,24
"9688",1,2,808,5
"9689",2,2,808,5
"9690",3,2,808,5
"9691",1,3,808,4
"9692",2,3,808,4
"9693",3,3,808,3
"9694",1,4,808,2
"9695",2,4,808,2
"9696",3,4,808,2
"9697",1,1,809,27
"9698",2,1,809,27
"9699",3,1,809,26
"9700",1,2,809,8
"9701",2,2,809,8
"9702",3,2,809,8
"9703",1,3,809,4
"9704",2,3,809,4
"9705",3,3,809,4
"9706",1,4,809,3
"9707",2,4,809,3
"9708",3,4,809,2
"9709",1,1,810,33
"9710",2,1,810,33
"9711",3,1,810,33
"9712",1,2,810,6
"9713",2,2,810,6
"9714",3,2,810,6
"9715",1,3,810,5
"9716",2,3,810,5
"9717",3,3,810,5
"9718",1,4,810,4
"9719",2,4,810,4
"9720",3,4,810,4
"9721",1,1,811,24
"9722",2,1,811,24
"9723",3,1,811,24
"9724",1,2,811,9
"9725",2,2,811,9
"9726",3,2,811,9
"9727",1,3,811,2
"9728",2,3,811,2
"9729",3,3,811,2
"9730",1,4,811,2
"9731",2,4,811,2
"9732",3,4,811,2
"9733",1,1,812,20
"9734",2,1,812,20
"9735",3,1,812,20
"9736",1,2,812,8
"9737",2,2,812,8
"9738",3,2,812,8
"9739",1,3,812,3
"9740",2,3,812,3
"9741",3,3,812,2
"9742",1,4,812,2
"9743",2,4,812,2
"9744",3,4,812,2
"9745",1,1,813,28
"9746",2,1,813,28
"9747",3,1,813,28
"9748",1,2,813,6
"9749",2,2,813,6
"9750",3,2,813,6
"9751",1,3,813,2
"9752",2,3,813,2
"9753",3,3,813,2
"9754",1,4,813,2
"9755",2,4,813,2
"9756",3,4,813,2
"9757",1,1,814,51
"9758",2,1,814,51
"9759",3,1,814,51
"9760",1,2,814,11
"9761",2,2,814,11
"9762",3,2,814,10
"9763",1,3,814,3
"9764",2,3,814,3
"9765",3,3,814,3
"9766",1,4,814,3
"9767",2,4,814,3
"9768",3,4,814,3
"9769",1,1,815,36
"9770",2,1,815,36
"9771",3,1,815,36
"9772",1,2,815,7
"9773",2,2,815,7
"9774",3,2,815,7
"9775",1,3,815,4
"9776",2,3,815,4
"9777",3,3,815,3
"9778",1,4,815,2
"9779",2,4,815,2
"9780",3,4,815,2
"9781",1,1,816,38
"9782",2,1,816,38
"9783",3,1,816,31
"9784",1,2,816,8
"9785",2,2,816,8
"9786",3,2,816,8
"9787",1,3,816,4
"9788",2,3,816,4
"9789",3,3,816,4
"9790",1,4,816,3
"9791",2,4,816,3
"9792",3,4,816,3
"9793",1,1,817,26
"9794",2,1,817,26
"9795",3,1,817,25
"9796",1,2,817,9
"9797",2,2,817,9
"9798",3,2,817,9
"9799",1,3,817,3
"9800",2,3,817,3
"9801",3,3,817,3
"9802",1,4,817,1
"9803",2,4,817,1
"9804",3,4,817,1
"9805",1,1,818,25
"9806",2,1,818,25
"9807",3,1,818,25
"9808",1,2,818,5
"9809",2,2,818,5
"9810",3,2,818,5
"9811",1,3,818,2
"9812",2,3,818,2
"9813",3,3,818,2
"9814",1,4,818,2
"9815",2,4,818,2
"9816",3,4,818,2
"9817",1,1,819,25
"9818",2,1,819,25
"9819",3,1,819,25
"9820",1,2,819,6
"9821",2,2,819,6
"9822",3,2,819,6
"9823",1,3,819,4
"9824",2,3,819,4
"9825",3,3,819,4
"9826",1,4,819,2
"9827",2,4,819,2
"9828",3,4,819,2
"9829",1,1,820,32
"9830",2,1,820,32
"9831",3,1,820,32
"9832",1,2,820,6
"9833",2,2,820,6
"9834",3,2,820,6
"9835",1,3,820,3
"9836",2,3,820,3
"9837",3,3,820,3
"9838",1,4,820,1
"9839",2,4,820,1
"9840",3,4,820,1
"9841",1,1,821,26
"9842",2,1,821,26
"9843",3,1,821,26
"9844",1,2,821,11
"9845",2,2,821,11
"9846",3,2,821,11
"9847",1,3,821,2
"9848",2,3,821,2
"9849",3,3,821,2
"9850",1,4,821,2
"9851",2,4,821,2
"9852",3,4,821,2
"9853",1,1,822,25
"9854",2,1,822,25
"9855",3,1,822,25
"9856",1,2,822,6
"9857",2,2,822,6
"9858",3,2,822,6
"9859",1,3,822,2
"9860",2,3,822,2
"9861",3,3,822,2
"9862",1,4,822,2
"9863",2,4,822,2
"9864",3,4,822,2
"9865",1,1,823,33
"9866",2,1,823,33
"9867",3,1,823,33
"9868",1,2,823,5
"9869",2,2,823,5
"9870",3,2,823,5
"9871",1,3,823,3
"9872",2,3,823,3
"9873",3,3,823,3
"9874",1,4,823,2
"9875",2,4,823,2
"9876",3,4,823,2
"9877",1,1,824,18
"9878",2,1,824,18
"9879",3,1,824,18
"9880",1,2,824,5
"9881",2,2,824,5
"9882",3,2,824,5
"9883",1,3,824,3
"9884",2,3,824,3
"9885",3,3,824,3
"9886",1,4,824,2
"9887",2,4,824,2
"9888",3,4,824,2
"9889",1,1,825,23
"9890",2,1,825,23
"9891",3,1,825,21
"9892",1,2,825,4
"9893",2,2,825,4
"9894",3,2,825,4
"9895",1,3,825,4
"9896",2,3,825,4
"9897",3,3,825,4
"9898",1,4,825,1
"9899",2,4,825,1
"9900",3,4,825,1
"9901",1,1,826,33
"9902",2,1,826,33
"9903",3,1,826,33
"9904",1,2,826,5
"9905",2,2,826,5
"9906",3,2,826,5
"9907",1,3,826,3
"9908",2,3,826,3
"9909",3,3,826,3
"9910",1,4,826,2
"9911",2,4,826,2
"9912",3,4,826,2
"9913",1,1,827,23
"9914",2,1,827,23
"9915",3,1,827,23
"9916",1,2,827,7
"9917",2,2,827,7
"9918",3,2,827,7
"9919",1,3,827,3
"9920",2,3,827,3
"9921",3,3,827,3
"9922",1,4,827,2
"9923",2,4,827,2
"9924",3,4,827,2
"9925",1,1,828,37
"9926",2,1,828,37
"9927",3,1,828,36
"9928",1,2,828,5
"9929",2,2,828,5
"9930",3,2,828,5
"9931",1,3,828,5
"9932",2,3,828,5
"9933",3,3,828,5
"9934",1,4,828,2
"9935",2,4,828,2
"9936",3,4,828,2
"9937",1,1,829,20
"9938",2,1,829,20
"9939",3,1,829,20
"9940",1,2,829,7
"9941",2,2,829,7
"9942",3,2,829,7
"9943",1,3,829,3
"9944",2,3,829,3
"9945",3,3,829,2
"9946",1,4,829,2
"9947",2,4,829,2
"9948",3,4,829,2
"9949",1,1,830,18
"9950",2,1,830,18
"9951",3,1,830,18
"9952",1,2,830,9
"9953",2,2,830,9
"9954",3,2,830,9
"9955",1,3,830,3
"9956",2,3,830,3
"9957",3,3,830,3
"9958",1,4,830,2
"9959",2,4,830,2
"9960",3,4,830,2
"9961",1,1,831,41
"9962",2,1,831,41
"9963",3,1,831,41
"9964",1,2,831,8
"9965",2,2,831,8
"9966",3,2,831,8
"9967",1,3,831,5
"9968",2,3,831,5
"9969",3,3,831,5
"9970",1,4,831,1
"9971",2,4,831,1
"9972",3,4,831,1
"9973",1,1,832,24
"9974",2,1,832,24
"9975",3,1,832,23
"9976",1,2,832,9
"9977",2,2,832,9
"9978",3,2,832,9
"9979",1,3,832,3
"9980",2,3,832,3
"9981",3,3,832,2
"9982",1,4,832,2
"9983",2,4,832,2
"9984",3,4,832,2
"9985",1,1,833,19
"9986",2,1,833,19
"9987",3,1,833,18
"9988",1,2,833,5
"9989",2,2,833,5
"9990",3,2,833,5
"9991",1,3,833,4
"9992",2,3,833,4
"9993",3,3,833,4
"9994",1,4,833,1
"9995",2,4,833,1
"9996",3,4,833,1
"9997",1,1,834,20
"9998",2,1,834,20
"9999",3,1,834,20
"10000",1,2,834,5
"10001",2,2,834,5
"10002",3,2,834,5
"10003",1,3,834,6
"10004",2,3,834,6
"10005",3,3,834,6
"10006",1,4,834,2
"10007",2,4,834,2
"10008",3,4,834,2
"10009",1,1,835,35
"10010",2,1,835,35
"10011",3,1,835,35
"10012",1,2,835,6
"10013",2,2,835,6
"10014",3,2,835,5
"10015",1,3,835,4
"10016",2,3,835,4
"10017",3,3,835,4
"10018",1,4,835,3
"10019",2,4,835,3
"10020",3,4,835,3
"10021",1,1,836,68
"10022",2,1,836,68
"10023",3,1,836,67
"10024",1,2,836,7
"10025",2,2,836,7
"10026",3,2,836,6
"10027",1,3,836,2
"10028",2,3,836,2
"10029",3,3,836,2
"10030",1,4,836,2
"10031",2,4,836,2
"10032",3,4,836,2
"10033",1,1,837,32
"10034",2,1,837,32
"10035",3,1,837,32
"10036",1,2,837,9
"10037",2,2,837,9
"10038",3,2,837,9
"10039",1,3,837,3
"10040",2,3,837,3
"10041",3,3,837,3
"10042",1,4,837,1
"10043",2,4,837,1
"10044",3,4,837,1
"10045",1,1,838,20
"10046",2,1,838,20
"10047",3,1,838,20
"10048",1,2,838,6
"10049",2,2,838,6
"10050",3,2,838,6
"10051",1,3,838,3
"10052",2,3,838,3
"10053",3,3,838,3
"10054",1,4,838,2
"10055",2,4,838,2
"10056",3,4,838,2
"10057",1,1,839,25
"10058",2,1,839,25
"10059",3,1,839,25
"10060",1,2,839,5
"10061",2,2,839,5
"10062",3,2,839,5
"10063",1,3,839,2
"10064",2,3,839,2
"10065",3,3,839,2
"10066",1,4,839,2
"10067",2,4,839,2
"10068",3,4,839,2
"10069",1,1,840,23
"10070",2,1,840,23
"10071",3,1,840,23
"10072",1,2,840,8
"10073",2,2,840,8
"10074",3,2,840,8
"10075",1,3,840,5
"10076",2,3,840,5
"10077",3,3,840,5
"10078",1,4,840,2
"10079",2,4,840,2
"10080",3,4,840,2
"10081",1,1,841,16
"10082",2,1,841,16
"10083",3,1,841,16
"10084",1,2,841,6
"10085",2,2,841,6
"10086",3,2,841,6
"10087",1,3,841,4
"10088",2,3,841,4
"10089",3,3,841,4
"10090",1,4,841,4
"10091",2,4,841,4
"10092",3,4,841,4
"10093",1,1,842,29
"10094",2,1,842,29
"10095",3,1,842,29
"10096",1,2,842,6
"10097",2,2,842,6
"10098",3,2,842,6
"10099",1,3,842,3
"10100",2,3,842,3
"10101",3,3,842,3
"10102",1,4,842,2
"10103",2,4,842,2
"10104",3,4,842,2
"10105",1,1,843,21
"10106",2,1,843,21
"10107",3,1,843,21
"10108",1,2,843,4
"10109",2,2,843,4
"10110",3,2,843,4
"10111",1,3,843,3
"10112",2,3,843,3
"10113",3,3,843,3
"10114",1,4,843,3
"10115",2,4,843,3
"10116",3,4,843,3
"10117",1,1,844,13
"10118",2,1,844,13
"10119",3,1,844,13
"10120",1,2,844,7
"10121",2,2,844,7
"10122",3,2,844,7
"10123",1,3,844,4
"10124",2,3,844,4
"10125",3,3,844,4
"10126",1,4,844,4
"10127",2,4,844,4
"10128",3,4,844,4
"10129",1,1,845,40
"10130",2,1,845,40
"10131",3,1,845,40
"10132",1,2,845,7
"10133",2,2,845,7
"10134",3,2,845,7
"10135",1,3,845,3
"10136",2,3,845,3
"10137",3,3,845,3
"10138",1,4,845,3
"10139",2,4,845,3
"10140",3,4,845,3
"10141",1,1,846,21
"10142",2,1,846,21
"10143",3,1,846,21
"10144",1,2,846,7
"10145",2,2,846,7
"10146",3,2,846,7
"10147",1,3,846,3
"10148",2,3,846,3
"10149",3,3,846,3
"10150",1,4,846,2
"10151",2,4,846,2
"10152",3,4,846,2
"10153",1,1,847,20
"10154",2,1,847,20
"10155",3,1,847,17
"10156",1,2,847,16
"10157",2,2,847,16
"10158",3,2,847,16
"10159",1,3,847,3
"10160",2,3,847,3
"10161",3,3,847,3
"10162",1,4,847,2
"10163",2,4,847,2
"10164",3,4,847,2
"10165",1,1,848,26
"10166",2,1,848,26
"10167",3,1,848,26
"10168",1,2,848,6
"10169",2,2,848,6
"10170",3,2,848,5
"10171",1,3,848,4
"10172",2,3,848,4
"10173",3,3,848,4
"10174",1,4,848,2
"10175",2,4,848,2
"10176",3,4,848,2
"10177",1,1,849,21
"10178",2,1,849,21
"10179",3,1,849,21
"10180",1,2,849,6
"10181",2,2,849,6
"10182",3,2,849,6
"10183",1,3,849,3
"10184",2,3,849,3
"10185",3,3,849,3
"10186",1,4,849,2
"10187",2,4,849,2
"10188",3,4,849,2
"10189",1,1,850,11
"10190",2,1,850,11
"10191",3,1,850,11
"10192",1,2,850,8
"10193",2,2,850,8
"10194",3,2,850,8
"10195",1,3,850,5
"10196",2,3,850,5
"10197",3,3,850,5
"10198",1,4,850,2
"10199",2,4,850,2
"10200",3,4,850,2
"10201",1,1,851,11
"10202",2,1,851,11
"10203",3,1,851,11
"10204",1,2,851,4
"10205",2,2,851,4
"10206",3,2,851,4
"10207",1,3,851,3
"10208",2,3,851,3
"10209",3,3,851,3
"10210",1,4,851,2
"10211",2,4,851,2
"10212",3,4,851,2
"10213",1,1,852,32
"10214",2,1,852,32
"10215",3,1,852,31
"10216",1,2,852,9
"10217",2,2,852,9
"10218",3,2,852,9
"10219",1,3,852,4
"10220",2,3,852,4
"10221",3,3,852,4
"10222",1,4,852,1
"10223",2,4,852,1
"10224",3,4,852,1
"10225",1,1,853,15
"10226",2,1,853,15
"10227",3,1,853,15
"10228",1,2,853,13
"10229",2,2,853,13
"10230",3,2,853,11
"10231",1,3,853,3
"10232",2,3,853,3
"10233",3,3,853,3
"10234",1,4,853,3
"10235",2,4,853,3
"10236",3,4,853,3
"10237",1,1,854,14
"10238",2,1,854,14
"10239",3,1,854,14
"10240",1,2,854,7
"10241",2,2,854,7
"10242",3,2,854,7
"10243",1,3,854,4
"10244",2,3,854,4
"10245",3,3,854,4
"10246",1,4,854,2
"10247",2,4,854,2
"10248",3,4,854,2
"10249",1,1,855,20
"10250",2,1,855,20
"10251",3,1,855,18
"10252",1,2,855,8
"10253",2,2,855,8
"10254",3,2,855,8
"10255",1,3,855,3
"10256",2,3,855,3
"10257",3,3,855,3
"10258",1,4,855,3
"10259",2,4,855,3
"10260",3,4,855,3
"10261",1,1,856,33
"10262",2,1,856,33
"10263",3,1,856,21
"10264",1,2,856,9
"10265",2,2,856,9
"10266",3,2,856,9
"10267",1,3,856,3
"10268",2,3,856,3
"10269",3,3,856,3
"10270",1,4,856,3
"10271",2,4,856,3
"10272",3,4,856,3
"10273",1,1,857,15
"10274",2,1,857,15
"10275",3,1,857,15
"10276",1,2,857,9
"10277",2,2,857,9
"10278",3,2,857,9
"10279",1,3,857,3
"10280",2,3,857,3
"10281",3,3,857,3
"10282",1,4,857,3
"10283",2,4,857,3
"10284",3,4,857,3
"10285",1,1,858,20
"10286",2,1,858,20
"10287",3,1,858,19
"10288",1,2,858,6
"10289",2,2,858,6
"10290",3,2,858,6
"10291",1,3,858,3
"10292",2,3,858,3
"10293",3,3,858,2
"10294",1,4,858,2
"10295",2,4,858,2
"10296",3,4,858,2
"10297",1,1,859,17
"10298",2,1,859,17
"10299",3,1,859,17
"10300",1,2,859,9
"10301",2,2,859,9
"10302",3,2,859,9
"10303",1,3,859,2
"10304",2,3,859,2
"10305",3,3,859,2
"10306",1,4,859,2
"10307",2,4,859,2
"10308",3,4,859,2
"10309",1,1,860,28
"10310",2,1,860,28
"10311",3,1,860,28
"10312",1,2,860,9
"10313",2,2,860,9
"10314",3,2,860,9
"10315",1,3,860,5
"10316",2,3,860,5
"10317",3,3,860,5
"10318",1,4,860,2
"10319",2,4,860,2
"10320",3,4,860,2
"10321",1,1,861,34
"10322",2,1,861,34
"10323",3,1,861,34
"10324",1,2,861,7
"10325",2,2,861,7
"10326",3,2,861,7
"10327",1,3,861,4
"10328",2,3,861,4
"10329",3,3,861,4
"10330",1,4,861,2
"10331",2,4,861,2
"10332",3,4,861,2
"10333",1,1,862,26
"10334",2,1,862,26
"10335",3,1,862,26
"10336",1,2,862,7
"10337",2,2,862,7
"10338",3,2,862,7
"10339",1,3,862,2
"10340",2,3,862,2
"10341",3,3,862,2
"10342",1,4,862,2
"10343",2,4,862,2
"10344",3,4,862,2
