"","Var1","Var2","Var3","value"
"3040",1,2,254,6
"3041",2,2,254,6
"3042",3,2,254,6
"3043",1,3,254,3
"3044",2,3,254,3
"3045",3,3,254,3
"3046",1,4,254,3
"3047",2,4,254,3
"3048",3,4,254,3
"3049",1,1,255,26
"3050",2,1,255,26
"3051",3,1,255,26
"3052",1,2,255,6
"3053",2,2,255,6
"3054",3,2,255,6
"3055",1,3,255,2
"3056",2,3,255,2
"3057",3,3,255,2
"3058",1,4,255,2
"3059",2,4,255,2
"3060",3,4,255,2
"3061",1,1,256,23
"3062",2,1,256,23
"3063",3,1,256,23
"3064",1,2,256,7
"3065",2,2,256,7
"3066",3,2,256,6
"3067",1,3,256,7
"3068",2,3,256,7
"3069",3,3,256,7
"3070",1,4,256,1
"3071",2,4,256,1
"3072",3,4,256,1
"3073",1,1,257,24
"3074",2,1,257,24
"3075",3,1,257,21
"3076",1,2,257,5
"3077",2,2,257,5
"3078",3,2,257,5
"3079",1,3,257,4
"3080",2,3,257,4
"3081",3,3,257,4
"3082",1,4,257,2
"3083",2,4,257,2
"3084",3,4,257,2
"3085",1,1,258,26
"3086",2,1,258,26
"3087",3,1,258,25
"3088",1,2,258,9
"3089",2,2,258,9
"3090",3,2,258,9
"3091",1,3,258,3
"3092",2,3,258,3
"3093",3,3,258,3
"3094",1,4,258,2
"3095",2,4,258,2
"3096",3,4,258,2
"3097",1,1,259,14
"3098",2,1,259,14
"3099",3,1,259,14
"3100",1,2,259,7
"3101",2,2,259,7
"3102",3,2,259,7
"3103",1,3,259,4
"3104",2,3,259,4
"3105",3,3,259,4
"3106",1,4,259,2
"3107",2,4,259,2
"3108",3,4,259,2
"3109",1,1,260,31
"3110",2,1,260,31
"3111",3,1,260,21
"3112",1,2,260,5
"3113",2,2,260,5
"3114",3,2,260,5
"3115",1,3,260,6
"3116",2,3,260,6
"3117",3,3,260,6
"3118",1,4,260,2
"3119",2,4,260,2
"3120",3,4,260,2
"3121",1,1,261,19
"3122",2,1,261,19
"3123",3,1,261,19
"3124",1,2,261,6
"3125",2,2,261,6
"3126",3,2,261,5
"3127",1,3,261,5
"3128",2,3,261,5
"3129",3,3,261,5
"3130",1,4,261,2
"3131",2,4,261,2
"3132",3,4,261,2
"3133",1,1,262,22
"3134",2,1,262,22
"3135",3,1,262,20
"3136",1,2,262,7
"3137",2,2,262,7
"3138",3,2,262,6
"3139",1,3,262,3
"3140",2,3,262,3
"3141",3,3,262,3
"3142",1,4,262,4
"3143",2,4,262,4
"3144",3,4,262,4
"3145",1,1,263,22
"3146",2,1,263,22
"3147",3,1,263,22
"3148",1,2,263,11
"3149",2,2,263,11
"3150",3,2,263,9
"3151",1,3,263,2
"3152",2,3,263,2
"3153",3,3,263,2
"3154",1,4,263,3
"3155",2,4,263,3
"3156",3,4,263,3
"3157",1,1,264,22
"3158",2,1,264,22
"3159",3,1,264,21
"3160",1,2,264,10
"3161",2,2,264,10
"3162",3,2,264,10
"3163",1,3,264,3
"3164",2,3,264,3
"3165",3,3,264,3
"3166",1,4,264,3
"3167",2,4,264,3
"3168",3,4,264,3
"3169",1,1,265,29
"3170",2,1,265,29
"3171",3,1,265,29
"3172",1,2,265,6
"3173",2,2,265,6
"3174",3,2,265,6
"3175",1,3,265,4
"3176",2,3,265,4
"3177",3,3,265,4
"3178",1,4,265,2
"3179",2,4,265,2
"3180",3,4,265,2
"3181",1,1,266,15
"3182",2,1,266,15
"3183",3,1,266,15
"3184",1,2,266,6
"3185",2,2,266,6
"3186",3,2,266,6
"3187",1,3,266,2
"3188",2,3,266,2
"3189",3,3,266,2
"3190",1,4,266,2
"3191",2,4,266,2
"3192",3,4,266,2
"3193",1,1,267,29
"3194",2,1,267,29
"3195",3,1,267,29
"3196",1,2,267,11
"3197",2,2,267,11
"3198",3,2,267,11
"3199",1,3,267,3
"3200",2,3,267,3
"3201",3,3,267,3
"3202",1,4,267,2
"3203",2,4,267,2
"3204",3,4,267,2
"3205",1,1,268,17
"3206",2,1,268,17
"3207",3,1,268,17
"3208",1,2,268,6
"3209",2,2,268,6
"3210",3,2,268,6
"3211",1,3,268,3
"3212",2,3,268,3
"3213",3,3,268,3
"3214",1,4,268,2
"3215",2,4,268,2
"3216",3,4,268,2
"3217",1,1,269,37
"3218",2,1,269,37
"3219",3,1,269,36
"3220",1,2,269,9
"3221",2,2,269,9
"3222",3,2,269,6
"3223",1,3,269,3
"3224",2,3,269,3
"3225",3,3,269,2
"3226",1,4,269,2
"3227",2,4,269,2
"3228",3,4,269,2
"3229",1,1,270,17
"3230",2,1,270,17
"3231",3,1,270,17
"3232",1,2,270,9
"3233",2,2,270,9
"3234",3,2,270,6
"3235",1,3,270,4
"3236",2,3,270,4
"3237",3,3,270,3
"3238",1,4,270,2
"3239",2,4,270,2
"3240",3,4,270,2
"3241",1,1,271,19
"3242",2,1,271,19
"3243",3,1,271,19
"3244",1,2,271,5
"3245",2,2,271,5
"3246",3,2,271,5
"3247",1,3,271,3
"3248",2,3,271,3
"3249",3,3,271,3
"3250",1,4,271,3
"3251",2,4,271,3
"3252",3,4,271,3
"3253",1,1,272,22
"3254",2,1,272,22
"3255",3,1,272,21
"3256",1,2,272,7
"3257",2,2,272,7
"3258",3,2,272,7
"3259",1,3,272,3
"3260",2,3,272,3
"3261",3,3,272,3
"3262",1,4,272,2
"3263",2,4,272,2
"3264",3,4,272,2
"3265",1,1,273,27
"3266",2,1,273,27
"3267",3,1,273,27
"3268",1,2,273,3
"3269",2,2,273,3
"3270",3,2,273,3
"3271",1,3,273,3
"3272",2,3,273,3
"3273",3,3,273,3
"3274",1,4,273,2
"3275",2,4,273,2
"3276",3,4,273,2
"3277",1,1,274,25
"3278",2,1,274,25
"3279",3,1,274,25
"3280",1,2,274,7
"3281",2,2,274,7
"3282",3,2,274,7
"3283",1,3,274,4
"3284",2,3,274,4
"3285",3,3,274,4
"3286",1,4,274,2
"3287",2,4,274,2
"3288",3,4,274,2
"3289",1,1,275,24
"3290",2,1,275,24
"3291",3,1,275,24
"3292",1,2,275,5
"3293",2,2,275,5
"3294",3,2,275,5
"3295",1,3,275,3
"3296",2,3,275,3
"3297",3,3,275,3
"3298",1,4,275,3
"3299",2,4,275,3
"3300",3,4,275,3
"3301",1,1,276,15
"3302",2,1,276,15
"3303",3,1,276,15
"3304",1,2,276,7
"3305",2,2,276,7
"3306",3,2,276,7
"3307",1,3,276,4
"3308",2,3,276,4
"3309",3,3,276,4
"3310",1,4,276,3
"3311",2,4,276,3
"3312",3,4,276,3
"3313",1,1,277,16
"3314",2,1,277,16
"3315",3,1,277,16
"3316",1,2,277,6
"3317",2,2,277,6
"3318",3,2,277,6
"3319",1,3,277,5
"3320",2,3,277,5
"3321",3,3,277,5
"3322",1,4,277,3
"3323",2,4,277,3
"3324",3,4,277,3
"3325",1,1,278,52
"3326",2,1,278,52
"3327",3,1,278,52
"3328",1,2,278,10
"3329",2,2,278,10
"3330",3,2,278,10
"3331",1,3,278,3
"3332",2,3,278,3
"3333",3,3,278,3
"3334",1,4,278,2
"3335",2,4,278,2
"3336",3,4,278,2
"3337",1,1,279,24
"3338",2,1,279,24
"3339",3,1,279,24
"3340",1,2,279,6
"3341",2,2,279,6
"3342",3,2,279,6
"3343",1,3,279,3
"3344",2,3,279,3
"3345",3,3,279,3
"3346",1,4,279,3
"3347",2,4,279,3
"3348",3,4,279,3
"3349",1,1,280,19
"3350",2,1,280,19
"3351",3,1,280,15
"3352",1,2,280,6
"3353",2,2,280,6
"3354",3,2,280,6
"3355",1,3,280,2
"3356",2,3,280,2
"3357",3,3,280,2
"3358",1,4,280,2
"3359",2,4,280,2
"3360",3,4,280,2
"3361",1,1,281,43
"3362",2,1,281,43
"3363",3,1,281,43
"3364",1,2,281,12
"3365",2,2,281,12
"3366",3,2,281,12
"3367",1,3,281,3
"3368",2,3,281,3
"3369",3,3,281,3
"3370",1,4,281,2
"3371",2,4,281,2
"3372",3,4,281,2
"3373",1,1,282,27
"3374",2,1,282,27
"3375",3,1,282,27
"3376",1,2,282,5
"3377",2,2,282,5
"3378",3,2,282,5
"3379",1,3,282,4
"3380",2,3,282,4
"3381",3,3,282,4
"3382",1,4,282,2
"3383",2,4,282,2
"3384",3,4,282,2
"3385",1,1,283,18
"3386",2,1,283,18
"3387",3,1,283,17
"3388",1,2,283,7
"3389",2,2,283,7
"3390",3,2,283,7
"3391",1,3,283,4
"3392",2,3,283,4
"3393",3,3,283,4
"3394",1,4,283,2
"3395",2,4,283,2
"3396",3,4,283,2
"3397",1,1,284,37
"3398",2,1,284,37
"3399",3,1,284,37
"3400",1,2,284,3
"3401",2,2,284,3
"3402",3,2,284,3
"3403",1,3,284,3
"3404",2,3,284,3
"3405",3,3,284,3
"3406",1,4,284,3
"3407",2,4,284,3
"3408",3,4,284,3
"3409",1,1,285,25
"3410",2,1,285,25
"3411",3,1,285,25
"3412",1,2,285,13
"3413",2,2,285,13
"3414",3,2,285,11
"3415",1,3,285,3
"3416",2,3,285,3
"3417",3,3,285,3
"3418",1,4,285,2
"3419",2,4,285,2
"3420",3,4,285,2
"3421",1,1,286,21
"3422",2,1,286,21
"3423",3,1,286,20
"3424",1,2,286,4
"3425",2,2,286,4
"3426",3,2,286,4
"3427",1,3,286,4
"3428",2,3,286,4
"3429",3,3,286,4
"3430",1,4,286,2
"3431",2,4,286,2
"3432",3,4,286,2
"3433",1,1,287,19
"3434",2,1,287,19
"3435",3,1,287,18
"3436",1,2,287,6
"3437",2,2,287,6
"3438",3,2,287,6
"3439",1,3,287,3
"3440",2,3,287,3
"3441",3,3,287,3
"3442",1,4,287,3
"3443",2,4,287,3
"3444",3,4,287,2
"3445",1,1,288,31
"3446",2,1,288,31
"3447",3,1,288,30
"3448",1,2,288,4
"3449",2,2,288,4
"3450",3,2,288,4
"3451",1,3,288,3
"3452",2,3,288,3
"3453",3,3,288,3
"3454",1,4,288,2
"3455",2,4,288,2
"3456",3,4,288,2
"3457",1,1,289,26
"3458",2,1,289,26
"3459",3,1,289,26
"3460",1,2,289,7
"3461",2,2,289,7
"3462",3,2,289,7
"3463",1,3,289,3
"3464",2,3,289,3
"3465",3,3,289,3
"3466",1,4,289,3
"3467",2,4,289,3
"3468",3,4,289,3
"3469",1,1,290,25
"3470",2,1,290,25
"3471",3,1,290,25
"3472",1,2,290,6
"3473",2,2,290,6
"3474",3,2,290,6
"3475",1,3,290,2
"3476",2,3,290,2
"3477",3,3,290,2
"3478",1,4,290,2
"3479",2,4,290,2
"3480",3,4,290,2
"3481",1,1,291,28
"3482",2,1,291,28
"3483",3,1,291,28
"3484",1,2,291,6
"3485",2,2,291,6
"3486",3,2,291,6
"3487",1,3,291,5
"3488",2,3,291,5
"3489",3,3,291,5
"3490",1,4,291,2
"3491",2,4,291,2
"3492",3,4,291,2
"3493",1,1,292,27
"3494",2,1,292,27
"3495",3,1,292,27
"3496",1,2,292,9
"3497",2,2,292,9
"3498",3,2,292,8
"3499",1,3,292,5
"3500",2,3,292,5
"3501",3,3,292,5
"3502",1,4,292,2
"3503",2,4,292,2
"3504",3,4,292,2
"3505",1,1,293,25
"3506",2,1,293,25
"3507",3,1,293,25
"3508",1,2,293,5
"3509",2,2,293,5
"3510",3,2,293,5
"3511",1,3,293,2
"3512",2,3,293,2
"3513",3,3,293,2
"3514",1,4,293,2
"3515",2,4,293,2
"3516",3,4,293,2
"3517",1,1,294,22
"3518",2,1,294,22
"3519",3,1,294,22
"3520",1,2,294,6
"3521",2,2,294,6
"3522",3,2,294,6
"3523",1,3,294,6
"3524",2,3,294,6
"3525",3,3,294,6
"3526",1,4,294,2
"3527",2,4,294,2
"3528",3,4,294,2
"3529",1,1,295,49
"3530",2,1,295,49
"3531",3,1,295,49
"3532",1,2,295,6
"3533",2,2,295,6
"3534",3,2,295,6
"3535",1,3,295,3
"3536",2,3,295,3
"3537",3,3,295,3
"3538",1,4,295,2
"3539",2,4,295,2
"3540",3,4,295,2
"3541",1,1,296,30
"3542",2,1,296,30
"3543",3,1,296,30
"3544",1,2,296,5
"3545",2,2,296,5
"3546",3,2,296,5
"3547",1,3,296,4
"3548",2,3,296,4
"3549",3,3,296,4
"3550",1,4,296,2
"3551",2,4,296,2
"3552",3,4,296,2
"3553",1,1,297,25
"3554",2,1,297,25
"3555",3,1,297,22
"3556",1,2,297,8
"3557",2,2,297,8
"3558",3,2,297,8
"3559",1,3,297,3
"3560",2,3,297,3
"3561",3,3,297,3
"3562",1,4,297,3
"3563",2,4,297,3
"3564",3,4,297,3
"3565",1,1,298,24
"3566",2,1,298,24
"3567",3,1,298,23
"3568",1,2,298,7
"3569",2,2,298,7
"3570",3,2,298,7
"3571",1,3,298,5
"3572",2,3,298,5
"3573",3,3,298,5
"3574",1,4,298,3
"3575",2,4,298,3
"3576",3,4,298,1
"3577",1,1,299,53
"3578",2,1,299,53
"3579",3,1,299,52
"3580",1,2,299,9
"3581",2,2,299,9
"3582",3,2,299,9
"3583",1,3,299,5
"3584",2,3,299,5
"3585",3,3,299,4
"3586",1,4,299,2
"3587",2,4,299,2
"3588",3,4,299,2
"3589",1,1,300,26
"3590",2,1,300,26
"3591",3,1,300,26
"3592",1,2,300,8
"3593",2,2,300,8
"3594",3,2,300,8
"3595",1,3,300,3
"3596",2,3,300,3
"3597",3,3,300,3
"3598",1,4,300,2
"3599",2,4,300,2
"3600",3,4,300,2
"3601",1,1,301,26
"3602",2,1,301,26
"3603",3,1,301,26
"3604",1,2,301,8
"3605",2,2,301,8
"3606",3,2,301,8
"3607",1,3,301,3
"3608",2,3,301,3
"3609",3,3,301,3
"3610",1,4,301,2
"3611",2,4,301,2
"3612",3,4,301,2
"3613",1,1,302,32
"3614",2,1,302,32
"3615",3,1,302,31
"3616",1,2,302,4
"3617",2,2,302,4
"3618",3,2,302,4
"3619",1,3,302,4
"3620",2,3,302,4
"3621",3,3,302,4
"3622",1,4,302,2
"3623",2,4,302,2
"3624",3,4,302,2
"3625",1,1,303,24
"3626",2,1,303,24
"3627",3,1,303,24
"3628",1,2,303,8
"3629",2,2,303,8
"3630",3,2,303,7
"3631",1,3,303,2
"3632",2,3,303,2
"3633",3,3,303,2
"3634",1,4,303,1
"3635",2,4,303,1
"3636",3,4,303,1
"3637",1,1,304,16
"3638",2,1,304,16
"3639",3,1,304,16
"3640",1,2,304,5
"3641",2,2,304,5
"3642",3,2,304,5
"3643",1,3,304,3
"3644",2,3,304,3
"3645",3,3,304,3
"3646",1,4,304,2
"3647",2,4,304,2
"3648",3,4,304,2
"3649",1,1,305,26
"3650",2,1,305,26
"3651",3,1,305,25
"3652",1,2,305,7
"3653",2,2,305,7
"3654",3,2,305,7
"3655",1,3,305,5
"3656",2,3,305,5
"3657",3,3,305,5
"3658",1,4,305,2
"3659",2,4,305,2
"3660",3,4,305,2
"3661",1,1,306,16
"3662",2,1,306,16
"3663",3,1,306,16
"3664",1,2,306,6
"3665",2,2,306,6
"3666",3,2,306,6
"3667",1,3,306,3
"3668",2,3,306,3
"3669",3,3,306,2
"3670",1,4,306,3
"3671",2,4,306,3
"3672",3,4,306,3
"3673",1,1,307,22
"3674",2,1,307,22
"3675",3,1,307,22
"3676",1,2,307,7
"3677",2,2,307,7
"3678",3,2,307,7
"3679",1,3,307,3
"3680",2,3,307,3
"3681",3,3,307,3
"3682",1,4,307,1
"3683",2,4,307,1
"3684",3,4,307,1
"3685",1,1,308,24
"3686",2,1,308,24
"3687",3,1,308,24
"3688",1,2,308,15
"3689",2,2,308,15
"3690",3,2,308,14
"3691",1,3,308,3
"3692",2,3,308,3
"3693",3,3,308,3
"3694",1,4,308,2
"3695",2,4,308,2
"3696",3,4,308,2
"3697",1,1,309,20
"3698",2,1,309,20
"3699",3,1,309,20
"3700",1,2,309,11
"3701",2,2,309,11
"3702",3,2,309,11
"3703",1,3,309,4
"3704",2,3,309,4
"3705",3,3,309,4
"3706",1,4,309,2
"3707",2,4,309,2
"3708",3,4,309,2
"3709",1,1,310,23
"3710",2,1,310,23
"3711",3,1,310,23
"3712",1,2,310,5
"3713",2,2,310,5
"3714",3,2,310,5
"3715",1,3,310,3
"3716",2,3,310,3
"3717",3,3,310,3
"3718",1,4,310,2
"3719",2,4,310,2
"3720",3,4,310,2
"3721",1,1,311,25
"3722",2,1,311,25
"3723",3,1,311,25
"3724",1,2,311,10
"3725",2,2,311,10
"3726",3,2,311,9
"3727",1,3,311,3
"3728",2,3,311,3
"3729",3,3,311,3
"3730",1,4,311,2
"3731",2,4,311,2
"3732",3,4,311,2
"3733",1,1,312,24
"3734",2,1,312,24
"3735",3,1,312,24
"3736",1,2,312,6
"3737",2,2,312,6
"3738",3,2,312,6
"3739",1,3,312,2
"3740",2,3,312,2
"3741",3,3,312,2
"3742",1,4,312,1
"3743",2,4,312,1
"3744",3,4,312,1
"3745",1,1,313,9
"3746",2,1,313,9
"3747",3,1,313,9
"3748",1,2,313,4
"3749",2,2,313,4
"3750",3,2,313,4
"3751",1,3,313,5
"3752",2,3,313,5
"3753",3,3,313,5
"3754",1,4,313,1
"3755",2,4,313,1
"3756",3,4,313,1
"3757",1,1,314,27
"3758",2,1,314,27
"3759",3,1,314,26
"3760",1,2,314,5
"3761",2,2,314,5
"3762",3,2,314,5
"3763",1,3,314,4
"3764",2,3,314,4
"3765",3,3,314,4
"3766",1,4,314,3
"3767",2,4,314,3
"3768",3,4,314,2
"3769",1,1,315,35
"3770",2,1,315,35
"3771",3,1,315,35
"3772",1,2,315,11
"3773",2,2,315,11
"3774",3,2,315,11
"3775",1,3,315,4
"3776",2,3,315,4
"3777",3,3,315,4
"3778",1,4,315,2
"3779",2,4,315,2
"3780",3,4,315,1
"3781",1,1,316,19
"3782",2,1,316,19
"3783",3,1,316,19
"3784",1,2,316,9
"3785",2,2,316,9
"3786",3,2,316,8
"3787",1,3,316,3
"3788",2,3,316,3
"3789",3,3,316,3
"3790",1,4,316,2
"3791",2,4,316,2
"3792",3,4,316,2
"3793",1,1,317,29
"3794",2,1,317,29
"3795",3,1,317,28
"3796",1,2,317,9
"3797",2,2,317,9
"3798",3,2,317,9
"3799",1,3,317,3
"3800",2,3,317,3
"3801",3,3,317,3
"3802",1,4,317,2
"3803",2,4,317,2
"3804",3,4,317,2
"3805",1,1,318,25
"3806",2,1,318,25
"3807",3,1,318,25
"3808",1,2,318,5
"3809",2,2,318,5
"3810",3,2,318,5
"3811",1,3,318,4
"3812",2,3,318,4
"3813",3,3,318,4
"3814",1,4,318,2
"3815",2,4,318,2
"3816",3,4,318,2
"3817",1,1,319,54
"3818",2,1,319,54
"3819",3,1,319,54
"3820",1,2,319,8
"3821",2,2,319,8
"3822",3,2,319,8
"3823",1,3,319,2
"3824",2,3,319,2
"3825",3,3,319,2
"3826",1,4,319,2
"3827",2,4,319,2
"3828",3,4,319,2
"3829",1,1,320,16
"3830",2,1,320,16
"3831",3,1,320,16
"3832",1,2,320,7
"3833",2,2,320,7
"3834",3,2,320,7
"3835",1,3,320,2
"3836",2,3,320,2
"3837",3,3,320,2
"3838",1,4,320,2
"3839",2,4,320,2
"3840",3,4,320,2
"3841",1,1,321,30
"3842",2,1,321,30
"3843",3,1,321,30
"3844",1,2,321,9
"3845",2,2,321,9
"3846",3,2,321,8
"3847",1,3,321,3
"3848",2,3,321,3
"3849",3,3,321,3
"3850",1,4,321,2
"3851",2,4,321,2
"3852",3,4,321,2
"3853",1,1,322,22
"3854",2,1,322,22
"3855",3,1,322,22
"3856",1,2,322,11
"3857",2,2,322,11
"3858",3,2,322,8
"3859",1,3,322,5
"3860",2,3,322,5
"3861",3,3,322,5
"3862",1,4,322,3
"3863",2,4,322,3
"3864",3,4,322,2
"3865",1,1,323,25
"3866",2,1,323,25
"3867",3,1,323,24
"3868",1,2,323,6
"3869",2,2,323,6
"3870",3,2,323,6
"3871",1,3,323,3
"3872",2,3,323,3
"3873",3,3,323,2
"3874",1,4,323,1
"3875",2,4,323,1
"3876",3,4,323,1
"3877",1,1,324,16
"3878",2,1,324,16
"3879",3,1,324,16
"3880",1,2,324,8
"3881",2,2,324,8
"3882",3,2,324,7
"3883",1,3,324,3
"3884",2,3,324,3
"3885",3,3,324,3
"3886",1,4,324,2
"3887",2,4,324,2
"3888",3,4,324,2
"3889",1,1,325,16
"3890",2,1,325,16
"3891",3,1,325,16
"3892",1,2,325,5
"3893",2,2,325,5
"3894",3,2,325,5
"3895",1,3,325,2
"3896",2,3,325,2
"3897",3,3,325,2
"3898",1,4,325,3
"3899",2,4,325,3
"3900",3,4,325,3
"3901",1,1,326,25
"3902",2,1,326,25
"3903",3,1,326,25
"3904",1,2,326,6
"3905",2,2,326,6
"3906",3,2,326,6
"3907",1,3,326,3
"3908",2,3,326,3
"3909",3,3,326,3
"3910",1,4,326,2
"3911",2,4,326,2
"3912",3,4,326,2
"3913",1,1,327,9
"3914",2,1,327,9
"3915",3,1,327,9
"3916",1,2,327,7
"3917",2,2,327,7
"3918",3,2,327,7
"3919",1,3,327,2
"3920",2,3,327,2
"3921",3,3,327,2
"3922",1,4,327,3
"3923",2,4,327,3
"3924",3,4,327,3
"3925",1,1,328,37
"3926",2,1,328,37
"3927",3,1,328,36
"3928",1,2,328,7
"3929",2,2,328,7
"3930",3,2,328,7
"3931",1,3,328,2
"3932",2,3,328,2
"3933",3,3,328,2
"3934",1,4,328,4
"3935",2,4,328,4
"3936",3,4,328,4
"3937",1,1,329,26
"3938",2,1,329,26
"3939",3,1,329,26
"3940",1,2,329,6
"3941",2,2,329,6
"3942",3,2,329,6
"3943",1,3,329,5
"3944",2,3,329,5
"3945",3,3,329,4
"3946",1,4,329,3
"3947",2,4,329,3
"3948",3,4,329,3
"3949",1,1,330,16
"3950",2,1,330,16
"3951",3,1,330,11
"3952",1,2,330,10
"3953",2,2,330,10
"3954",3,2,330,9
"3955",1,3,330,2
"3956",2,3,330,2
"3957",3,3,330,2
"3958",1,4,330,2
"3959",2,4,330,2
"3960",3,4,330,2
"3961",1,1,331,27
"3962",2,1,331,27
"3963",3,1,331,15
"3964",1,2,331,5
"3965",2,2,331,5
"3966",3,2,331,5
"3967",1,3,331,2
"3968",2,3,331,2
"3969",3,3,331,2
"3970",1,4,331,2
"3971",2,4,331,2
"3972",3,4,331,2
"3973",1,1,332,26
"3974",2,1,332,26
"3975",3,1,332,26
"3976",1,2,332,7
"3977",2,2,332,7
"3978",3,2,332,7
"3979",1,3,332,3
"3980",2,3,332,3
"3981",3,3,332,3
"3982",1,4,332,2
"3983",2,4,332,2
"3984",3,4,332,2
"3985",1,1,333,21
"3986",2,1,333,21
"3987",3,1,333,20
"3988",1,2,333,12
"3989",2,2,333,12
"3990",3,2,333,12
"3991",1,3,333,2
"3992",2,3,333,2
"3993",3,3,333,2
"3994",1,4,333,2
"3995",2,4,333,2
"3996",3,4,333,2
"3997",1,1,334,15
"3998",2,1,334,15
"3999",3,1,334,15
"4000",1,2,334,6
"4001",2,2,334,6
"4002",3,2,334,6
"4003",1,3,334,4
"4004",2,3,334,4
"4005",3,3,334,4
"4006",1,4,334,2
"4007",2,4,334,2
"4008",3,4,334,2
"4009",1,1,335,26
"4010",2,1,335,26
"4011",3,1,335,26
"4012",1,2,335,5
"4013",2,2,335,5
"4014",3,2,335,5
"4015",1,3,335,3
"4016",2,3,335,3
"4017",3,3,335,3
"4018",1,4,335,2
"4019",2,4,335,2
"4020",3,4,335,2
"4021",1,1,336,26
"4022",2,1,336,26
"4023",3,1,336,26
"4024",1,2,336,6
"4025",2,2,336,6
"4026",3,2,336,6
"4027",1,3,336,2
"4028",2,3,336,2
"4029",3,3,336,2
"4030",1,4,336,2
"4031",2,4,336,2
"4032",3,4,336,2
"4033",1,1,337,28
"4034",2,1,337,28
"4035",3,1,337,28
"4036",1,2,337,8
"4037",2,2,337,8
"4038",3,2,337,8
"4039",1,3,337,4
"4040",2,3,337,4
"4041",3,3,337,4
"4042",1,4,337,2
"4043",2,4,337,2
"4044",3,4,337,2
"4045",1,1,338,22
"4046",2,1,338,22
"4047",3,1,338,21
"4048",1,2,338,6
"4049",2,2,338,6
"4050",3,2,338,6
"4051",1,3,338,4
"4052",2,3,338,4
"4053",3,3,338,4
"4054",1,4,338,2
"4055",2,4,338,2
"4056",3,4,338,2
"4057",1,1,339,16
"4058",2,1,339,16
"4059",3,1,339,16
"4060",1,2,339,6
"4061",2,2,339,6
"4062",3,2,339,6
"4063",1,3,339,4
"4064",2,3,339,4
"4065",3,3,339,3
"4066",1,4,339,2
"4067",2,4,339,2
"4068",3,4,339,2
"4069",1,1,340,17
"4070",2,1,340,17
"4071",3,1,340,17
"4072",1,2,340,5
"4073",2,2,340,5
"4074",3,2,340,5
"4075",1,3,340,2
"4076",2,3,340,2
"4077",3,3,340,2
"4078",1,4,340,2
"4079",2,4,340,2
"4080",3,4,340,2
"4081",1,1,341,23
"4082",2,1,341,23
"4083",3,1,341,22
"4084",1,2,341,11
"4085",2,2,341,11
"4086",3,2,341,11
"4087",1,3,341,3
"4088",2,3,341,3
"4089",3,3,341,3
"4090",1,4,341,2
"4091",2,4,341,2
"4092",3,4,341,2
"4093",1,1,342,20
"4094",2,1,342,20
"4095",3,1,342,20
"4096",1,2,342,6
"4097",2,2,342,6
"4098",3,2,342,6
"4099",1,3,342,3
"4100",2,3,342,3
"4101",3,3,342,3
"4102",1,4,342,2
"4103",2,4,342,2
"4104",3,4,342,2
"4105",1,1,343,32
"4106",2,1,343,32
"4107",3,1,343,31
"4108",1,2,343,10
"4109",2,2,343,10
"4110",3,2,343,6
"4111",1,3,343,3
"4112",2,3,343,3
"4113",3,3,343,3
"4114",1,4,343,3
"4115",2,4,343,3
"4116",3,4,343,3
"4117",1,1,344,42
"4118",2,1,344,42
"4119",3,1,344,40
"4120",1,2,344,5
"4121",2,2,344,5
"4122",3,2,344,5
"4123",1,3,344,2
"4124",2,3,344,2
"4125",3,3,344,2
"4126",1,4,344,2
"4127",2,4,344,2
"4128",3,4,344,2
"4129",1,1,345,23
"4130",2,1,345,23
"4131",3,1,345,23
"4132",1,2,345,6
"4133",2,2,345,6
"4134",3,2,345,6
"4135",1,3,345,3
"4136",2,3,345,3
"4137",3,3,345,3
"4138",1,4,345,2
"4139",2,4,345,2
"4140",3,4,345,2
"4141",1,1,346,30
"4142",2,1,346,30
"4143",3,1,346,28
"4144",1,2,346,9
"4145",2,2,346,9
"4146",3,2,346,9
"4147",1,3,346,4
"4148",2,3,346,4
"4149",3,3,346,4
"4150",1,4,346,2
"4151",2,4,346,2
"4152",3,4,346,2
"4153",1,1,347,24
"4154",2,1,347,24
"4155",3,1,347,21
"4156",1,2,347,7
"4157",2,2,347,7
"4158",3,2,347,7
"4159",1,3,347,3
"4160",2,3,347,3
"4161",3,3,347,3
"4162",1,4,347,3
"4163",2,4,347,3
"4164",3,4,347,3
"4165",1,1,348,37
"4166",2,1,348,37
"4167",3,1,348,37
"4168",1,2,348,4
"4169",2,2,348,4
"4170",3,2,348,4
"4171",1,3,348,3
"4172",2,3,348,3
"4173",3,3,348,3
"4174",1,4,348,3
"4175",2,4,348,3
"4176",3,4,348,3
"4177",1,1,349,53
"4178",2,1,349,53
"4179",3,1,349,50
"4180",1,2,349,6
"4181",2,2,349,6
"4182",3,2,349,6
"4183",1,3,349,3
"4184",2,3,349,3
"4185",3,3,349,3
"4186",1,4,349,2
"4187",2,4,349,2
"4188",3,4,349,1
"4189",1,1,350,42
"4190",2,1,350,42
"4191",3,1,350,42
"4192",1,2,350,6
"4193",2,2,350,6
"4194",3,2,350,6
"4195",1,3,350,2
"4196",2,3,350,2
"4197",3,3,350,2
"4198",1,4,350,1
"4199",2,4,350,1
"4200",3,4,350,1
"4201",1,1,351,15
"4202",2,1,351,15
"4203",3,1,351,14
"4204",1,2,351,7
