"","Var1","Var2","Var3","Var4","value"
"12090",3,1,3,448,25
"12091",1,2,3,448,24
"12092",2,2,3,448,24
"12093",3,2,3,448,24
"12094",1,3,3,448,31
"12095",2,3,3,448,31
"12096",3,3,3,448,31
"12097",1,1,1,449,201
"12098",2,1,1,449,201
"12099",3,1,1,449,201
"12100",1,2,1,449,266
"12101",2,2,1,449,266
"12102",3,2,1,449,266
"12103",1,3,1,449,94
"12104",2,3,1,449,94
"12105",3,3,1,449,94
"12106",1,1,2,449,34
"12107",2,1,2,449,34
"12108",3,1,2,449,34
"12109",1,2,2,449,59
"12110",2,2,2,449,59
"12111",3,2,2,449,59
"12112",1,3,2,449,49
"12113",2,3,2,449,49
"12114",3,3,2,449,49
"12115",1,1,3,449,31
"12116",2,1,3,449,31
"12117",3,1,3,449,31
"12118",1,2,3,449,30
"12119",2,2,3,449,30
"12120",3,2,3,449,30
"12121",1,3,3,449,17
"12122",2,3,3,449,17
"12123",3,3,3,449,17
"12124",1,1,1,450,373
"12125",2,1,1,450,373
"12126",3,1,1,450,373
"12127",1,2,1,450,26
"12128",2,2,1,450,26
"12129",3,2,1,450,26
"12130",1,3,1,450,508
"12131",2,3,1,450,508
"12132",3,3,1,450,508
"12133",1,1,2,450,118
"12134",2,1,2,450,118
"12135",3,1,2,450,118
"12136",1,2,2,450,21
"12137",2,2,2,450,23
"12138",3,2,2,450,45
"12139",1,3,2,450,109
"12140",2,3,2,450,109
"12141",3,3,2,450,109
"12142",1,1,3,450,16
"12143",2,1,3,450,16
"12144",3,1,3,450,16
"12145",1,2,3,450,20
"12146",2,2,3,450,20
"12147",3,2,3,450,20
"12148",1,3,3,450,20
"12149",2,3,3,450,20
"12150",3,3,3,450,20
"12151",1,1,1,451,500
"12152",2,1,1,451,500
"12153",3,1,1,451,500
"12154",1,2,1,451,157
"12155",2,2,1,451,158
"12156",3,2,1,451,158
"12157",1,3,1,451,241
"12158",2,3,1,451,241
"12159",3,3,1,451,241
"12160",1,1,2,451,39
"12161",2,1,2,451,39
"12162",3,1,2,451,39
"12163",1,2,2,451,87
"12164",2,2,2,451,87
"12165",3,2,2,451,87
"12166",1,3,2,451,40
"12167",2,3,2,451,40
"12168",3,3,2,451,40
"12169",1,1,3,451,32
"12170",2,1,3,451,33
"12171",3,1,3,451,33
"12172",1,2,3,451,18
"12173",2,2,3,451,18
"12174",3,2,3,451,18
"12175",1,3,3,451,26
"12176",2,3,3,451,26
"12177",3,3,3,451,26
"12178",1,1,1,452,191
"12179",2,1,1,452,191
"12180",3,1,1,452,191
"12181",1,2,1,452,518
"12182",2,2,1,452,518
"12183",3,2,1,452,518
"12184",1,3,1,452,118
"12185",2,3,1,452,118
"12186",3,3,1,452,118
"12187",1,1,2,452,54
"12188",2,1,2,452,54
"12189",3,1,2,452,54
"12190",1,2,2,452,45
"12191",2,2,2,452,45
"12192",3,2,2,452,52
"12193",1,3,2,452,67
"12194",2,3,2,452,67
"12195",3,3,2,452,67
"12196",1,1,3,452,26
"12197",2,1,3,452,26
"12198",3,1,3,452,26
"12199",1,2,3,452,24
"12200",2,2,3,452,24
"12201",3,2,3,452,24
"12202",1,3,3,452,14
"12203",2,3,3,452,14
"12204",3,3,3,452,14
"12205",1,1,1,453,132
"12206",2,1,1,453,102
"12207",3,1,1,453,134
"12208",1,2,1,453,144
"12209",2,2,1,453,144
"12210",3,2,1,453,144
"12211",1,3,1,453,728
"12212",2,3,1,453,728
"12213",3,3,1,453,728
"12214",1,1,2,453,47
"12215",2,1,2,453,48
"12216",3,1,2,453,48
"12217",1,2,2,453,80
"12218",2,2,2,453,80
"12219",3,2,2,453,80
"12220",1,3,2,453,47
"12221",2,3,2,453,47
"12222",3,3,2,453,47
"12223",1,1,3,453,23
"12224",2,1,3,453,23
"12225",3,1,3,453,23
"12226",1,2,3,453,16
"12227",2,2,3,453,16
"12228",3,2,3,453,16
"12229",1,3,3,453,24
"12230",2,3,3,453,24
"12231",3,3,3,453,24
"12232",1,1,1,454,255
"12233",2,1,1,454,255
"12234",3,1,1,454,255
"12235",1,2,1,454,282
"12236",2,2,1,454,282
"12237",3,2,1,454,282
"12238",1,3,1,454,80
"12239",2,3,1,454,80
"12240",3,3,1,454,80
"12241",1,1,2,454,57
"12242",2,1,2,454,60
"12243",3,1,2,454,73
"12244",1,2,2,454,103
"12245",2,2,2,454,103
"12246",3,2,2,454,103
"12247",1,3,2,454,90
"12248",2,3,2,454,90
"12249",3,3,2,454,90
"12250",1,1,3,454,18
"12251",2,1,3,454,18
"12252",3,1,3,454,18
"12253",1,2,3,454,25
"12254",2,2,3,454,25
"12255",3,2,3,454,25
"12256",1,3,3,454,24
"12257",2,3,3,454,24
"12258",3,3,3,454,24
"12259",1,1,1,455,143
"12260",2,1,1,455,143
"12261",3,1,1,455,143
"12262",1,2,1,455,88
"12263",2,2,1,455,88
"12264",3,2,1,455,88
"12265",1,3,1,455,165
"12266",2,3,1,455,165
"12267",3,3,1,455,165
"12268",1,1,2,455,64
"12269",2,1,2,455,65
"12270",3,1,2,455,65
"12271",1,2,2,455,27
"12272",2,2,2,455,25
"12273",3,2,2,455,27
"12274",1,3,2,455,38
"12275",2,3,2,455,38
"12276",3,3,2,455,38
"12277",1,1,3,455,31
"12278",2,1,3,455,31
"12279",3,1,3,455,31
"12280",1,2,3,455,15
"12281",2,2,3,455,15
"12282",3,2,3,455,15
"12283",1,3,3,455,24
"12284",2,3,3,455,24
"12285",3,3,3,455,24
"12286",1,1,1,456,93
"12287",2,1,1,456,93
"12288",3,1,1,456,93
"12289",1,2,1,456,512
"12290",2,2,1,456,512
"12291",3,2,1,456,512
"12292",1,3,1,456,41
"12293",2,3,1,456,43
"12294",3,3,1,456,43
"12295",1,1,2,456,64
"12296",2,1,2,456,66
"12297",3,1,2,456,66
"12298",1,2,2,456,98
"12299",2,2,2,456,98
"12300",3,2,2,456,98
"12301",1,3,2,456,56
"12302",2,3,2,456,56
"12303",3,3,2,456,56
"12304",1,1,3,456,28
"12305",2,1,3,456,28
"12306",3,1,3,456,28
"12307",1,2,3,456,20
"12308",2,2,3,456,20
"12309",3,2,3,456,20
"12310",1,3,3,456,34
"12311",2,3,3,456,34
"12312",3,3,3,456,34
"12313",1,1,1,457,141
"12314",2,1,1,457,141
"12315",3,1,1,457,141
"12316",1,2,1,457,305
"12317",2,2,1,457,305
"12318",3,2,1,457,305
"12319",1,3,1,457,231
"12320",2,3,1,457,231
"12321",3,3,1,457,231
"12322",1,1,2,457,105
"12323",2,1,2,457,73
"12324",3,1,2,457,105
"12325",1,2,2,457,26
"12326",2,2,2,457,26
"12327",3,2,2,457,26
"12328",1,3,2,457,88
"12329",2,3,2,457,88
"12330",3,3,2,457,88
"12331",1,1,3,457,18
"12332",2,1,3,457,18
"12333",3,1,3,457,18
"12334",1,2,3,457,27
"12335",2,2,3,457,27
"12336",3,2,3,457,27
"12337",1,3,3,457,28
"12338",2,3,3,457,28
"12339",3,3,3,457,28
"12340",1,1,1,458,66
"12341",2,1,1,458,66
"12342",3,1,1,458,66
"12343",1,2,1,458,284
"12344",2,2,1,458,284
"12345",3,2,1,458,284
"12346",1,3,1,458,142
"12347",2,3,1,458,142
"12348",3,3,1,458,142
"12349",1,1,2,458,101
"12350",2,1,2,458,101
"12351",3,1,2,458,101
"12352",1,2,2,458,80
"12353",2,2,2,458,80
"12354",3,2,2,458,80
"12355",1,3,2,458,74
"12356",2,3,2,458,74
"12357",3,3,2,458,74
"12358",1,1,3,458,18
"12359",2,1,3,458,18
"12360",3,1,3,458,18
"12361",1,2,3,458,26
"12362",2,2,3,458,26
"12363",3,2,3,458,26
"12364",1,3,3,458,27
"12365",2,3,3,458,27
"12366",3,3,3,458,27
"12367",1,1,1,459,106
"12368",2,1,1,459,106
"12369",3,1,1,459,106
"12370",1,2,1,459,92
"12371",2,2,1,459,93
"12372",3,2,1,459,93
"12373",1,3,1,459,289
"12374",2,3,1,459,289
"12375",3,3,1,459,289
"12376",1,1,2,459,52
"12377",2,1,2,459,53
"12378",3,1,2,459,53
"12379",1,2,2,459,33
"12380",2,2,2,459,33
"12381",3,2,2,459,33
"12382",1,3,2,459,94
"12383",2,3,2,459,94
"12384",3,3,2,459,94
"12385",1,1,3,459,32
"12386",2,1,3,459,25
"12387",3,1,3,459,32
"12388",1,2,3,459,15
"12389",2,2,3,459,15
"12390",3,2,3,459,15
"12391",1,3,3,459,16
"12392",2,3,3,459,16
"12393",3,3,3,459,16
"12394",1,1,1,460,308
"12395",2,1,1,460,308
"12396",3,1,1,460,308
"12397",1,2,1,460,282
"12398",2,2,1,460,282
"12399",3,2,1,460,282
"12400",1,3,1,460,96
"12401",2,3,1,460,96
"12402",3,3,1,460,96
"12403",1,1,2,460,57
"12404",2,1,2,460,59
"12405",3,1,2,460,61
"12406",1,2,2,460,77
"12407",2,2,2,460,77
"12408",3,2,2,460,77
"12409",1,3,2,460,68
"12410",2,3,2,460,68
"12411",3,3,2,460,68
"12412",1,1,3,460,26
"12413",2,1,3,460,27
"12414",3,1,3,460,27
"12415",1,2,3,460,46
"12416",2,2,3,460,46
"12417",3,2,3,460,46
"12418",1,3,3,460,20
"12419",2,3,3,460,20
"12420",3,3,3,460,20
"12421",1,1,1,461,392
"12422",2,1,1,461,392
"12423",3,1,1,461,392
"12424",1,2,1,461,323
"12425",2,2,1,461,323
"12426",3,2,1,461,323
"12427",1,3,1,461,429
"12428",2,3,1,461,429
"12429",3,3,1,461,429
"12430",1,1,2,461,28
"12431",2,1,2,461,28
"12432",3,1,2,461,28
"12433",1,2,2,461,50
"12434",2,2,2,461,50
"12435",3,2,2,461,50
"12436",1,3,2,461,30
"12437",2,3,2,461,30
"12438",3,3,2,461,30
"12439",1,1,3,461,28
"12440",2,1,3,461,28
"12441",3,1,3,461,28
"12442",1,2,3,461,15
"12443",2,2,3,461,15
"12444",3,2,3,461,15
"12445",1,3,3,461,21
"12446",2,3,3,461,21
"12447",3,3,3,461,21
"12448",1,1,1,462,503
"12449",2,1,1,462,503
"12450",3,1,1,462,503
"12451",1,2,1,462,458
"12452",2,2,1,462,458
"12453",3,2,1,462,458
"12454",1,3,1,462,274
"12455",2,3,1,462,274
"12456",3,3,1,462,274
"12457",1,1,2,462,27
"12458",2,1,2,462,27
"12459",3,1,2,462,27
"12460",1,2,2,462,68
"12461",2,2,2,462,68
"12462",3,2,2,462,68
"12463",1,3,2,462,77
"12464",2,3,2,462,77
"12465",3,3,2,462,77
"12466",1,1,3,462,13
"12467",2,1,3,462,13
"12468",3,1,3,462,13
"12469",1,2,3,462,41
"12470",2,2,3,462,41
"12471",3,2,3,462,41
"12472",1,3,3,462,25
"12473",2,3,3,462,25
"12474",3,3,3,462,25
"12475",1,1,1,463,122
"12476",2,1,1,463,122
"12477",3,1,1,463,122
"12478",1,2,1,463,292
"12479",2,2,1,463,292
"12480",3,2,1,463,292
"12481",1,3,1,463,123
"12482",2,3,1,463,123
"12483",3,3,1,463,123
"12484",1,1,2,463,48
"12485",2,1,2,463,49
"12486",3,1,2,463,49
"12487",1,2,2,463,47
"12488",2,2,2,463,47
"12489",3,2,2,463,47
"12490",1,3,2,463,52
"12491",2,3,2,463,52
"12492",3,3,2,463,52
"12493",1,1,3,463,16
"12494",2,1,3,463,16
"12495",3,1,3,463,16
"12496",1,2,3,463,13
"12497",2,2,3,463,14
"12498",3,2,3,463,14
"12499",1,3,3,463,14
"12500",2,3,3,463,14
"12501",3,3,3,463,14
"12502",1,1,1,464,207
"12503",2,1,1,464,207
"12504",3,1,1,464,207
"12505",1,2,1,464,179
"12506",2,2,1,464,179
"12507",3,2,1,464,179
"12508",1,3,1,464,186
"12509",2,3,1,464,186
"12510",3,3,1,464,186
"12511",1,1,2,464,72
"12512",2,1,2,464,72
"12513",3,1,2,464,72
"12514",1,2,2,464,98
"12515",2,2,2,464,98
"12516",3,2,2,464,98
"12517",1,3,2,464,61
"12518",2,3,2,464,61
"12519",3,3,2,464,61
"12520",1,1,3,464,21
"12521",2,1,3,464,21
"12522",3,1,3,464,21
"12523",1,2,3,464,28
"12524",2,2,3,464,28
"12525",3,2,3,464,28
"12526",1,3,3,464,14
"12527",2,3,3,464,14
"12528",3,3,3,464,14
"12529",1,1,1,465,475
"12530",2,1,1,465,475
"12531",3,1,1,465,475
"12532",1,2,1,465,127
"12533",2,2,1,465,127
"12534",3,2,1,465,127
"12535",1,3,1,465,76
"12536",2,3,1,465,76
"12537",3,3,1,465,76
"12538",1,1,2,465,19
"12539",2,1,2,465,19
"12540",3,1,2,465,19
"12541",1,2,2,465,42
"12542",2,2,2,465,42
"12543",3,2,2,465,42
"12544",1,3,2,465,71
"12545",2,3,2,465,71
"12546",3,3,2,465,71
"12547",1,1,3,465,25
"12548",2,1,3,465,25
"12549",3,1,3,465,25
"12550",1,2,3,465,41
"12551",2,2,3,465,41
"12552",3,2,3,465,41
"12553",1,3,3,465,24
"12554",2,3,3,465,24
"12555",3,3,3,465,24
"12556",1,1,1,466,280
"12557",2,1,1,466,280
"12558",3,1,1,466,280
"12559",1,2,1,466,331
"12560",2,2,1,466,331
"12561",3,2,1,466,331
"12562",1,3,1,466,210
"12563",2,3,1,466,210
"12564",3,3,1,466,210
"12565",1,1,2,466,52
"12566",2,1,2,466,53
"12567",3,1,2,466,53
"12568",1,2,2,466,63
"12569",2,2,2,466,63
"12570",3,2,2,466,63
"12571",1,3,2,466,32
"12572",2,3,2,466,32
"12573",3,3,2,466,32
"12574",1,1,3,466,38
"12575",2,1,3,466,38
"12576",3,1,3,466,38
"12577",1,2,3,466,14
"12578",2,2,3,466,14
"12579",3,2,3,466,14
"12580",1,3,3,466,23
"12581",2,3,3,466,23
"12582",3,3,3,466,23
"12583",1,1,1,467,264
"12584",2,1,1,467,264
"12585",3,1,1,467,264
"12586",1,2,1,467,114
"12587",2,2,1,467,114
"12588",3,2,1,467,114
"12589",1,3,1,467,470
"12590",2,3,1,467,470
"12591",3,3,1,467,470
"12592",1,1,2,467,112
"12593",2,1,2,467,112
"12594",3,1,2,467,112
"12595",1,2,2,467,69
"12596",2,2,2,467,30
"12597",3,2,2,467,69
"12598",1,3,2,467,26
"12599",2,3,2,467,26
"12600",3,3,2,467,26
"12601",1,1,3,467,29
"12602",2,1,3,467,29
"12603",3,1,3,467,29
"12604",1,2,3,467,23
"12605",2,2,3,467,24
"12606",3,2,3,467,24
"12607",1,3,3,467,34
"12608",2,3,3,467,34
"12609",3,3,3,467,34
"12610",1,1,1,468,218
"12611",2,1,1,468,218
"12612",3,1,1,468,218
"12613",1,2,1,468,208
"12614",2,2,1,468,208
"12615",3,2,1,468,208
"12616",1,3,1,468,241
"12617",2,3,1,468,241
"12618",3,3,1,468,241
"12619",1,1,2,468,60
"12620",2,1,2,468,60
"12621",3,1,2,468,60
"12622",1,2,2,468,26
"12623",2,2,2,468,26
"12624",3,2,2,468,26
"12625",1,3,2,468,73
"12626",2,3,2,468,73
"12627",3,3,2,468,73
"12628",1,1,3,468,24
"12629",2,1,3,468,24
"12630",3,1,3,468,24
"12631",1,2,3,468,23
"12632",2,2,3,468,23
"12633",3,2,3,468,23
"12634",1,3,3,468,21
"12635",2,3,3,468,21
"12636",3,3,3,468,21
"12637",1,1,1,469,214
"12638",2,1,1,469,214
"12639",3,1,1,469,214
"12640",1,2,1,469,228
"12641",2,2,1,469,228
"12642",3,2,1,469,228
"12643",1,3,1,469,58
"12644",2,3,1,469,58
"12645",3,3,1,469,58
"12646",1,1,2,469,69
"12647",2,1,2,469,69
"12648",3,1,2,469,70
"12649",1,2,2,469,89
"12650",2,2,2,469,89
"12651",3,2,2,469,89
"12652",1,3,2,469,51
"12653",2,3,2,469,51
"12654",3,3,2,469,51
"12655",1,1,3,469,27
"12656",2,1,3,469,27
"12657",3,1,3,469,27
"12658",1,2,3,469,34
"12659",2,2,3,469,34
"12660",3,2,3,469,34
"12661",1,3,3,469,26
"12662",2,3,3,469,26
"12663",3,3,3,469,26
"12664",1,1,1,470,114
"12665",2,1,1,470,115
"12666",3,1,1,470,115
"12667",1,2,1,470,246
"12668",2,2,1,470,246
"12669",3,2,1,470,246
"12670",1,3,1,470,299
"12671",2,3,1,470,299
"12672",3,3,1,470,299
"12673",1,1,2,470,49
"12674",2,1,2,470,49
"12675",3,1,2,470,50
"12676",1,2,2,470,93
"12677",2,2,2,470,93
"12678",3,2,2,470,93
"12679",1,3,2,470,68
"12680",2,3,2,470,68
"12681",3,3,2,470,68
"12682",1,1,3,470,34
"12683",2,1,3,470,34
"12684",3,1,3,470,34
"12685",1,2,3,470,17
"12686",2,2,3,470,17
"12687",3,2,3,470,17
"12688",1,3,3,470,28
"12689",2,3,3,470,28
"12690",3,3,3,470,28
"12691",1,1,1,471,72
"12692",2,1,1,471,72
"12693",3,1,1,471,72
"12694",1,2,1,471,122
"12695",2,2,1,471,122
"12696",3,2,1,471,122
"12697",1,3,1,471,507
"12698",2,3,1,471,507
"12699",3,3,1,471,507
"12700",1,1,2,471,112
"12701",2,1,2,471,112
"12702",3,1,2,471,112
"12703",1,2,2,471,25
"12704",2,2,2,471,25
"12705",3,2,2,471,25
"12706",1,3,2,471,51
"12707",2,3,2,471,51
"12708",3,3,2,471,51
"12709",1,1,3,471,14
"12710",2,1,3,471,14
"12711",3,1,3,471,14
"12712",1,2,3,471,19
"12713",2,2,3,471,19
"12714",3,2,3,471,19
"12715",1,3,3,471,22
"12716",2,3,3,471,22
"12717",3,3,3,471,22
"12718",1,1,1,472,73
"12719",2,1,1,472,73
"12720",3,1,1,472,73
"12721",1,2,1,472,101
"12722",2,2,1,472,101
"12723",3,2,1,472,101
"12724",1,3,1,472,783
"12725",2,3,1,472,783
"12726",3,3,1,472,783
"12727",1,1,2,472,74
"12728",2,1,2,472,74
"12729",3,1,2,472,74
"12730",1,2,2,472,43
"12731",2,2,2,472,43
"12732",3,2,2,472,43
"12733",1,3,2,472,32
"12734",2,3,2,472,32
"12735",3,3,2,472,32
"12736",1,1,3,472,22
"12737",2,1,3,472,22
"12738",3,1,3,472,22
"12739",1,2,3,472,39
"12740",2,2,3,472,39
"12741",3,2,3,472,39
"12742",1,3,3,472,18
"12743",2,3,3,472,18
"12744",3,3,3,472,18
"12745",1,1,1,473,169
"12746",2,1,1,473,169
"12747",3,1,1,473,169
"12748",1,2,1,473,336
"12749",2,2,1,473,336
"12750",3,2,1,473,336
"12751",1,3,1,473,186
"12752",2,3,1,473,186
"12753",3,3,1,473,186
"12754",1,1,2,473,46
"12755",2,1,2,473,44
"12756",3,1,2,473,47
"12757",1,2,2,473,51
"12758",2,2,2,473,51
"12759",3,2,2,473,51
"12760",1,3,2,473,80
"12761",2,3,2,473,80
"12762",3,3,2,473,80
"12763",1,1,3,473,17
"12764",2,1,3,473,17
"12765",3,1,3,473,17
"12766",1,2,3,473,42
"12767",2,2,3,473,42
"12768",3,2,3,473,42
"12769",1,3,3,473,17
"12770",2,3,3,473,17
"12771",3,3,3,473,17
"12772",1,1,1,474,248
"12773",2,1,1,474,248
"12774",3,1,1,474,248
"12775",1,2,1,474,87
"12776",2,2,1,474,87
"12777",3,2,1,474,87
"12778",1,3,1,474,68
"12779",2,3,1,474,68
"12780",3,3,1,474,68
"12781",1,1,2,474,62
"12782",2,1,2,474,62
"12783",3,1,2,474,62
"12784",1,2,2,474,54
"12785",2,2,2,474,54
"12786",3,2,2,474,54
"12787",1,3,2,474,62
"12788",2,3,2,474,62
"12789",3,3,2,474,62
"12790",1,1,3,474,26
"12791",2,1,3,474,26
"12792",3,1,3,474,26
"12793",1,2,3,474,20
"12794",2,2,3,474,20
"12795",3,2,3,474,20
"12796",1,3,3,474,17
"12797",2,3,3,474,17
"12798",3,3,3,474,17
"12799",1,1,1,475,211
"12800",2,1,1,475,211
"12801",3,1,1,475,211
"12802",1,2,1,475,144
"12803",2,2,1,475,144
"12804",3,2,1,475,144
"12805",1,3,1,475,174
"12806",2,3,1,475,174
"12807",3,3,1,475,174
"12808",1,1,2,475,57
"12809",2,1,2,475,57
"12810",3,1,2,475,57
"12811",1,2,2,475,70
"12812",2,2,2,475,70
"12813",3,2,2,475,70
"12814",1,3,2,475,55
"12815",2,3,2,475,55
"12816",3,3,2,475,55
"12817",1,1,3,475,30
"12818",2,1,3,475,30
"12819",3,1,3,475,30
"12820",1,2,3,475,34
"12821",2,2,3,475,34
"12822",3,2,3,475,34
"12823",1,3,3,475,32
"12824",2,3,3,475,32
"12825",3,3,3,475,32
"12826",1,1,1,476,166
"12827",2,1,1,476,166
"12828",3,1,1,476,167
"12829",1,2,1,476,237
"12830",2,2,1,476,237
"12831",3,2,1,476,237
"12832",1,3,1,476,243
"12833",2,3,1,476,243
"12834",3,3,1,476,243
"12835",1,1,2,476,36
"12836",2,1,2,476,36
"12837",3,1,2,476,36
"12838",1,2,2,476,59
"12839",2,2,2,476,59
"12840",3,2,2,476,59
"12841",1,3,2,476,61
"12842",2,3,2,476,61
"12843",3,3,2,476,61
"12844",1,1,3,476,21
"12845",2,1,3,476,24
"12846",3,1,3,476,24
"12847",1,2,3,476,25
"12848",2,2,3,476,25
"12849",3,2,3,476,25
"12850",1,3,3,476,24
"12851",2,3,3,476,24
"12852",3,3,3,476,24
"12853",1,1,1,477,364
"12854",2,1,1,477,364
"12855",3,1,1,477,364
"12856",1,2,1,477,257
"12857",2,2,1,477,257
"12858",3,2,1,477,257
"12859",1,3,1,477,145
"12860",2,3,1,477,145
"12861",3,3,1,477,145
"12862",1,1,2,477,90
"12863",2,1,2,477,90
"12864",3,1,2,477,90
"12865",1,2,2,477,65
"12866",2,2,2,477,65
"12867",3,2,2,477,65
"12868",1,3,2,477,29
"12869",2,3,2,477,29
"12870",3,3,2,477,29
"12871",1,1,3,477,17
"12872",2,1,3,477,17
"12873",3,1,3,477,17
"12874",1,2,3,477,29
"12875",2,2,3,477,29
"12876",3,2,3,477,29
"12877",1,3,3,477,16
"12878",2,3,3,477,16
"12879",3,3,3,477,16
"12880",1,1,1,478,179
"12881",2,1,1,478,179
"12882",3,1,1,478,179
"12883",1,2,1,478,268
"12884",2,2,1,478,268
"12885",3,2,1,478,268
"12886",1,3,1,478,177
"12887",2,3,1,478,177
"12888",3,3,1,478,177
"12889",1,1,2,478,157
"12890",2,1,2,478,157
"12891",3,1,2,478,157
"12892",1,2,2,478,71
"12893",2,2,2,478,71
"12894",3,2,2,478,71
"12895",1,3,2,478,30
"12896",2,3,2,478,30
"12897",3,3,2,478,30
"12898",1,1,3,478,36
"12899",2,1,3,478,36
"12900",3,1,3,478,38
"12901",1,2,3,478,36
"12902",2,2,3,478,36
"12903",3,2,3,478,36
"12904",1,3,3,478,22
"12905",2,3,3,478,22
"12906",3,3,3,478,22
"12907",1,1,1,479,361
"12908",2,1,1,479,361
"12909",3,1,1,479,361
"12910",1,2,1,479,140
"12911",2,2,1,479,140
"12912",3,2,1,479,140
"12913",1,3,1,479,206
"12914",2,3,1,479,206
"12915",3,3,1,479,206
"12916",1,1,2,479,89
"12917",2,1,2,479,90
"12918",3,1,2,479,90
"12919",1,2,2,479,39
"12920",2,2,2,479,39
"12921",3,2,2,479,39
"12922",1,3,2,479,70
"12923",2,3,2,479,70
"12924",3,3,2,479,70
"12925",1,1,3,479,14
"12926",2,1,3,479,14
"12927",3,1,3,479,14
"12928",1,2,3,479,17
"12929",2,2,3,479,17
"12930",3,2,3,479,17
"12931",1,3,3,479,15
"12932",2,3,3,479,15
"12933",3,3,3,479,15
"12934",1,1,1,480,86
"12935",2,1,1,480,86
"12936",3,1,1,480,86
"12937",1,2,1,480,268
"12938",2,2,1,480,268
"12939",3,2,1,480,268
"12940",1,3,1,480,246
"12941",2,3,1,480,246
"12942",3,3,1,480,246
"12943",1,1,2,480,57
"12944",2,1,2,480,58
"12945",3,1,2,480,58
"12946",1,2,2,480,48
"12947",2,2,2,480,48
"12948",3,2,2,480,48
"12949",1,3,2,480,42
"12950",2,3,2,480,42
"12951",3,3,2,480,42
"12952",1,1,3,480,21
"12953",2,1,3,480,21
"12954",3,1,3,480,21
"12955",1,2,3,480,26
"12956",2,2,3,480,26
"12957",3,2,3,480,26
"12958",1,3,3,480,28
"12959",2,3,3,480,28
"12960",3,3,3,480,28
"12961",1,1,1,481,415
"12962",2,1,1,481,415
"12963",3,1,1,481,415
"12964",1,2,1,481,273
"12965",2,2,1,481,273
"12966",3,2,1,481,273
"12967",1,3,1,481,441
"12968",2,3,1,481,441
"12969",3,3,1,481,441
"12970",1,1,2,481,122
"12971",2,1,2,481,122
"12972",3,1,2,481,122
"12973",1,2,2,481,52
"12974",2,2,2,481,52
"12975",3,2,2,481,52
"12976",1,3,2,481,68
"12977",2,3,2,481,68
"12978",3,3,2,481,68
"12979",1,1,3,481,29
"12980",2,1,3,481,30
"12981",3,1,3,481,30
"12982",1,2,3,481,28
"12983",2,2,3,481,28
"12984",3,2,3,481,28
"12985",1,3,3,481,20
"12986",2,3,3,481,20
"12987",3,3,3,481,20
"12988",1,1,1,482,231
"12989",2,1,1,482,231
"12990",3,1,1,482,231
"12991",1,2,1,482,99
"12992",2,2,1,482,99
"12993",3,2,1,482,99
"12994",1,3,1,482,294
"12995",2,3,1,482,294
"12996",3,3,1,482,294
"12997",1,1,2,482,52
"12998",2,1,2,482,52
"12999",3,1,2,482,52
"13000",1,2,2,482,58
"13001",2,2,2,482,58
"13002",3,2,2,482,58
"13003",1,3,2,482,37
"13004",2,3,2,482,37
"13005",3,3,2,482,37
"13006",1,1,3,482,56
"13007",2,1,3,482,56
"13008",3,1,3,482,56
"13009",1,2,3,482,28
"13010",2,2,3,482,28
"13011",3,2,3,482,28
"13012",1,3,3,482,28
"13013",2,3,3,482,28
"13014",3,3,3,482,28
"13015",1,1,1,483,190
"13016",2,1,1,483,190
"13017",3,1,1,483,190
"13018",1,2,1,483,122
"13019",2,2,1,483,122
"13020",3,2,1,483,122
"13021",1,3,1,483,381
"13022",2,3,1,483,381
"13023",3,3,1,483,381
"13024",1,1,2,483,65
"13025",2,1,2,483,84
"13026",3,1,2,483,84
"13027",1,2,2,483,21
"13028",2,2,2,483,21
"13029",3,2,2,483,22
"13030",1,3,2,483,80
"13031",2,3,2,483,80
"13032",3,3,2,483,80
"13033",1,1,3,483,17
"13034",2,1,3,483,17
"13035",3,1,3,483,17
"13036",1,2,3,483,21
"13037",2,2,3,483,22
"13038",3,2,3,483,22
"13039",1,3,3,483,25
"13040",2,3,3,483,25
"13041",3,3,3,483,25
"13042",1,1,1,484,307
"13043",2,1,1,484,307
"13044",3,1,1,484,307
"13045",1,2,1,484,285
"13046",2,2,1,484,285
"13047",3,2,1,484,285
"13048",1,3,1,484,124
"13049",2,3,1,484,124
"13050",3,3,1,484,124
"13051",1,1,2,484,40
"13052",2,1,2,484,40
"13053",3,1,2,484,40
"13054",1,2,2,484,73
"13055",2,2,2,484,73
"13056",3,2,2,484,73
"13057",1,3,2,484,40
"13058",2,3,2,484,40
"13059",3,3,2,484,40
"13060",1,1,3,484,18
"13061",2,1,3,484,18
"13062",3,1,3,484,18
"13063",1,2,3,484,17
"13064",2,2,3,484,17
"13065",3,2,3,484,17
"13066",1,3,3,484,13
"13067",2,3,3,484,13
"13068",3,3,3,484,13
"13069",1,1,1,485,51
"13070",2,1,1,485,51
"13071",3,1,1,485,51
"13072",1,2,1,485,84
"13073",2,2,1,485,84
"13074",3,2,1,485,84
"13075",1,3,1,485,126
"13076",2,3,1,485,126
"13077",3,3,1,485,126
"13078",1,1,2,485,52
"13079",2,1,2,485,52
"13080",3,1,2,485,54
"13081",1,2,2,485,85
"13082",2,2,2,485,85
"13083",3,2,2,485,85
"13084",1,3,2,485,41
"13085",2,3,2,485,41
"13086",3,3,2,485,41
"13087",1,1,3,485,20
