"","Var1","Var2","Var3","Var4","value"
"2868",3,2,1,107,139
"2869",1,3,1,107,164
"2870",2,3,1,107,164
"2871",3,3,1,107,164
"2872",1,1,2,107,64
"2873",2,1,2,107,64
"2874",3,1,2,107,64
"2875",1,2,2,107,68
"2876",2,2,2,107,68
"2877",3,2,2,107,68
"2878",1,3,2,107,77
"2879",2,3,2,107,77
"2880",3,3,2,107,77
"2881",1,1,3,107,28
"2882",2,1,3,107,28
"2883",3,1,3,107,28
"2884",1,2,3,107,21
"2885",2,2,3,107,21
"2886",3,2,3,107,21
"2887",1,3,3,107,22
"2888",2,3,3,107,22
"2889",3,3,3,107,22
"2890",1,1,1,108,597
"2891",2,1,1,108,597
"2892",3,1,1,108,597
"2893",1,2,1,108,109
"2894",2,2,1,108,112
"2895",3,2,1,108,112
"2896",1,3,1,108,362
"2897",2,3,1,108,365
"2898",3,3,1,108,365
"2899",1,1,2,108,109
"2900",2,1,2,108,109
"2901",3,1,2,108,109
"2902",1,2,2,108,64
"2903",2,2,2,108,64
"2904",3,2,2,108,64
"2905",1,3,2,108,31
"2906",2,3,2,108,31
"2907",3,3,2,108,31
"2908",1,1,3,108,19
"2909",2,1,3,108,19
"2910",3,1,3,108,19
"2911",1,2,3,108,15
"2912",2,2,3,108,15
"2913",3,2,3,108,15
"2914",1,3,3,108,21
"2915",2,3,3,108,21
"2916",3,3,3,108,21
"2917",1,1,1,109,542
"2918",2,1,1,109,542
"2919",3,1,1,109,542
"2920",1,2,1,109,185
"2921",2,2,1,109,185
"2922",3,2,1,109,185
"2923",1,3,1,109,532
"2924",2,3,1,109,532
"2925",3,3,1,109,532
"2926",1,1,2,109,47
"2927",2,1,2,109,47
"2928",3,1,2,109,47
"2929",1,2,2,109,29
"2930",2,2,2,109,29
"2931",3,2,2,109,29
"2932",1,3,2,109,64
"2933",2,3,2,109,64
"2934",3,3,2,109,64
"2935",1,1,3,109,20
"2936",2,1,3,109,20
"2937",3,1,3,109,20
"2938",1,2,3,109,42
"2939",2,2,3,109,42
"2940",3,2,3,109,42
"2941",1,3,3,109,16
"2942",2,3,3,109,16
"2943",3,3,3,109,16
"2944",1,1,1,110,138
"2945",2,1,1,110,138
"2946",3,1,1,110,138
"2947",1,2,1,110,163
"2948",2,2,1,110,163
"2949",3,2,1,110,163
"2950",1,3,1,110,204
"2951",2,3,1,110,204
"2952",3,3,1,110,204
"2953",1,1,2,110,53
"2954",2,1,2,110,53
"2955",3,1,2,110,53
"2956",1,2,2,110,63
"2957",2,2,2,110,63
"2958",3,2,2,110,63
"2959",1,3,2,110,78
"2960",2,3,2,110,78
"2961",3,3,2,110,78
"2962",1,1,3,110,27
"2963",2,1,3,110,27
"2964",3,1,3,110,27
"2965",1,2,3,110,34
"2966",2,2,3,110,34
"2967",3,2,3,110,34
"2968",1,3,3,110,27
"2969",2,3,3,110,27
"2970",3,3,3,110,27
"2971",1,1,1,111,422
"2972",2,1,1,111,422
"2973",3,1,1,111,422
"2974",1,2,1,111,443
"2975",2,2,1,111,443
"2976",3,2,1,111,443
"2977",1,3,1,111,269
"2978",2,3,1,111,269
"2979",3,3,1,111,269
"2980",1,1,2,111,66
"2981",2,1,2,111,66
"2982",3,1,2,111,67
"2983",1,2,2,111,125
"2984",2,2,2,111,125
"2985",3,2,2,111,125
"2986",1,3,2,111,86
"2987",2,3,2,111,86
"2988",3,3,2,111,86
"2989",1,1,3,111,25
"2990",2,1,3,111,25
"2991",3,1,3,111,25
"2992",1,2,3,111,25
"2993",2,2,3,111,25
"2994",3,2,3,111,25
"2995",1,3,3,111,18
"2996",2,3,3,111,18
"2997",3,3,3,111,18
"2998",1,1,1,112,47
"2999",2,1,1,112,47
"3000",3,1,1,112,47
"3001",1,2,1,112,130
"3002",2,2,1,112,130
"3003",3,2,1,112,130
"3004",1,3,1,112,357
"3005",2,3,1,112,357
"3006",3,3,1,112,357
"3007",1,1,2,112,26
"3008",2,1,2,112,26
"3009",3,1,2,112,26
"3010",1,2,2,112,92
"3011",2,2,2,112,92
"3012",3,2,2,112,92
"3013",1,3,2,112,81
"3014",2,3,2,112,82
"3015",3,3,2,112,82
"3016",1,1,3,112,30
"3017",2,1,3,112,30
"3018",3,1,3,112,30
"3019",1,2,3,112,26
"3020",2,2,3,112,26
"3021",3,2,3,112,26
"3022",1,3,3,112,31
"3023",2,3,3,112,31
"3024",3,3,3,112,31
"3025",1,1,1,113,431
"3026",2,1,1,113,431
"3027",3,1,1,113,431
"3028",1,2,1,113,358
"3029",2,2,1,113,358
"3030",3,2,1,113,358
"3031",1,3,1,113,70
"3032",2,3,1,113,70
"3033",3,3,1,113,70
"3034",1,1,2,113,79
"3035",2,1,2,113,80
"3036",3,1,2,113,80
"3037",1,2,2,113,23
"3038",2,2,2,113,23
"3039",3,2,2,113,23
"3040",1,3,2,113,112
"3041",2,3,2,113,112
"3042",3,3,2,113,112
"3043",1,1,3,113,26
"3044",2,1,3,113,26
"3045",3,1,3,113,26
"3046",1,2,3,113,38
"3047",2,2,3,113,38
"3048",3,2,3,113,38
"3049",1,3,3,113,22
"3050",2,3,3,113,22
"3051",3,3,3,113,22
"3052",1,1,1,114,135
"3053",2,1,1,114,139
"3054",3,1,1,114,139
"3055",1,2,1,114,68
"3056",2,2,1,114,68
"3057",3,2,1,114,68
"3058",1,3,1,114,229
"3059",2,3,1,114,229
"3060",3,3,1,114,229
"3061",1,1,2,114,67
"3062",2,1,2,114,68
"3063",3,1,2,114,68
"3064",1,2,2,114,119
"3065",2,2,2,114,119
"3066",3,2,2,114,119
"3067",1,3,2,114,78
"3068",2,3,2,114,78
"3069",3,3,2,114,78
"3070",1,1,3,114,29
"3071",2,1,3,114,29
"3072",3,1,3,114,29
"3073",1,2,3,114,20
"3074",2,2,3,114,20
"3075",3,2,3,114,20
"3076",1,3,3,114,23
"3077",2,3,3,114,23
"3078",3,3,3,114,23
"3079",1,1,1,115,413
"3080",2,1,1,115,413
"3081",3,1,1,115,413
"3082",1,2,1,115,584
"3083",2,2,1,115,584
"3084",3,2,1,115,584
"3085",1,3,1,115,274
"3086",2,3,1,115,274
"3087",3,3,1,115,274
"3088",1,1,2,115,33
"3089",2,1,2,115,33
"3090",3,1,2,115,33
"3091",1,2,2,115,39
"3092",2,2,2,115,39
"3093",3,2,2,115,39
"3094",1,3,2,115,68
"3095",2,3,2,115,68
"3096",3,3,2,115,68
"3097",1,1,3,115,19
"3098",2,1,3,115,19
"3099",3,1,3,115,19
"3100",1,2,3,115,35
"3101",2,2,3,115,35
"3102",3,2,3,115,35
"3103",1,3,3,115,25
"3104",2,3,3,115,25
"3105",3,3,3,115,25
"3106",1,1,1,116,68
"3107",2,1,1,116,69
"3108",3,1,1,116,69
"3109",1,2,1,116,565
"3110",2,2,1,116,565
"3111",3,2,1,116,565
"3112",1,3,1,116,80
"3113",2,3,1,116,80
"3114",3,3,1,116,80
"3115",1,1,2,116,76
"3116",2,1,2,116,76
"3117",3,1,2,116,76
"3118",1,2,2,116,44
"3119",2,2,2,116,44
"3120",3,2,2,116,44
"3121",1,3,2,116,29
"3122",2,3,2,116,29
"3123",3,3,2,116,29
"3124",1,1,3,116,23
"3125",2,1,3,116,26
"3126",3,1,3,116,26
"3127",1,2,3,116,44
"3128",2,2,3,116,44
"3129",3,2,3,116,44
"3130",1,3,3,116,31
"3131",2,3,3,116,31
"3132",3,3,3,116,31
"3133",1,1,1,117,392
"3134",2,1,1,117,392
"3135",3,1,1,117,392
"3136",1,2,1,117,147
"3137",2,2,1,117,147
"3138",3,2,1,117,147
"3139",1,3,1,117,330
"3140",2,3,1,117,330
"3141",3,3,1,117,330
"3142",1,1,2,117,164
"3143",2,1,2,117,164
"3144",3,1,2,117,164
"3145",1,2,2,117,70
"3146",2,2,2,117,70
"3147",3,2,2,117,70
"3148",1,3,2,117,72
"3149",2,3,2,117,72
"3150",3,3,2,117,72
"3151",1,1,3,117,28
"3152",2,1,3,117,28
"3153",3,1,3,117,28
"3154",1,2,3,117,20
"3155",2,2,3,117,20
"3156",3,2,3,117,20
"3157",1,3,3,117,25
"3158",2,3,3,117,25
"3159",3,3,3,117,25
"3160",1,1,1,118,351
"3161",2,1,1,118,351
"3162",3,1,1,118,351
"3163",1,2,1,118,145
"3164",2,2,1,118,145
"3165",3,2,1,118,145
"3166",1,3,1,118,293
"3167",2,3,1,118,293
"3168",3,3,1,118,293
"3169",1,1,2,118,40
"3170",2,1,2,118,40
"3171",3,1,2,118,40
"3172",1,2,2,118,24
"3173",2,2,2,118,24
"3174",3,2,2,118,25
"3175",1,3,2,118,49
"3176",2,3,2,118,49
"3177",3,3,2,118,49
"3178",1,1,3,118,22
"3179",2,1,3,118,22
"3180",3,1,3,118,22
"3181",1,2,3,118,25
"3182",2,2,3,118,25
"3183",3,2,3,118,25
"3184",1,3,3,118,26
"3185",2,3,3,118,26
"3186",3,3,3,118,26
"3187",1,1,1,119,442
"3188",2,1,1,119,442
"3189",3,1,1,119,442
"3190",1,2,1,119,93
"3191",2,2,1,119,93
"3192",3,2,1,119,93
"3193",1,3,1,119,99
"3194",2,3,1,119,99
"3195",3,3,1,119,99
"3196",1,1,2,119,53
"3197",2,1,2,119,56
"3198",3,1,2,119,56
"3199",1,2,2,119,43
"3200",2,2,2,119,43
"3201",3,2,2,119,43
"3202",1,3,2,119,97
"3203",2,3,2,119,97
"3204",3,3,2,119,97
"3205",1,1,3,119,15
"3206",2,1,3,119,15
"3207",3,1,3,119,15
"3208",1,2,3,119,35
"3209",2,2,3,119,35
"3210",3,2,3,119,35
"3211",1,3,3,119,29
"3212",2,3,3,119,29
"3213",3,3,3,119,29
"3214",1,1,1,120,113
"3215",2,1,1,120,113
"3216",3,1,1,120,113
"3217",1,2,1,120,332
"3218",2,2,1,120,332
"3219",3,2,1,120,332
"3220",1,3,1,120,423
"3221",2,3,1,120,423
"3222",3,3,1,120,423
"3223",1,1,2,120,89
"3224",2,1,2,120,56
"3225",3,1,2,120,89
"3226",1,2,2,120,95
"3227",2,2,2,120,95
"3228",3,2,2,120,95
"3229",1,3,2,120,85
"3230",2,3,2,120,85
"3231",3,3,2,120,85
"3232",1,1,3,120,17
"3233",2,1,3,120,17
"3234",3,1,3,120,17
"3235",1,2,3,120,27
"3236",2,2,3,120,27
"3237",3,2,3,120,27
"3238",1,3,3,120,14
"3239",2,3,3,120,14
"3240",3,3,3,120,14
"3241",1,1,1,121,323
"3242",2,1,1,121,323
"3243",3,1,1,121,323
"3244",1,2,1,121,123
"3245",2,2,1,121,123
"3246",3,2,1,121,123
"3247",1,3,1,121,29
"3248",2,3,1,121,29
"3249",3,3,1,121,29
"3250",1,1,2,121,62
"3251",2,1,2,121,62
"3252",3,1,2,121,62
"3253",1,2,2,121,26
"3254",2,2,2,121,26
"3255",3,2,2,121,26
"3256",1,3,2,121,73
"3257",2,3,2,121,73
"3258",3,3,2,121,73
"3259",1,1,3,121,29
"3260",2,1,3,121,30
"3261",3,1,3,121,30
"3262",1,2,3,121,18
"3263",2,2,3,121,18
"3264",3,2,3,121,18
"3265",1,3,3,121,30
"3266",2,3,3,121,30
"3267",3,3,3,121,30
"3268",1,1,1,122,442
"3269",2,1,1,122,442
"3270",3,1,1,122,442
"3271",1,2,1,122,227
"3272",2,2,1,122,227
"3273",3,2,1,122,227
"3274",1,3,1,122,361
"3275",2,3,1,122,361
"3276",3,3,1,122,361
"3277",1,1,2,122,79
"3278",2,1,2,122,79
"3279",3,1,2,122,79
"3280",1,2,2,122,47
"3281",2,2,2,122,47
"3282",3,2,2,122,47
"3283",1,3,2,122,35
"3284",2,3,2,122,35
"3285",3,3,2,122,35
"3286",1,1,3,122,16
"3287",2,1,3,122,16
"3288",3,1,3,122,16
"3289",1,2,3,122,21
"3290",2,2,3,122,21
"3291",3,2,3,122,21
"3292",1,3,3,122,24
"3293",2,3,3,122,24
"3294",3,3,3,122,24
"3295",1,1,1,123,70
"3296",2,1,1,123,70
"3297",3,1,1,123,70
"3298",1,2,1,123,42
"3299",2,2,1,123,37
"3300",3,2,1,123,49
"3301",1,3,1,123,195
"3302",2,3,1,123,195
"3303",3,3,1,123,195
"3304",1,1,2,123,86
"3305",2,1,2,123,86
"3306",3,1,2,123,86
"3307",1,2,2,123,32
"3308",2,2,2,123,26
"3309",3,2,2,123,32
"3310",1,3,2,123,28
"3311",2,3,2,123,28
"3312",3,3,2,123,28
"3313",1,1,3,123,17
"3314",2,1,3,123,17
"3315",3,1,3,123,17
"3316",1,2,3,123,15
"3317",2,2,3,123,15
"3318",3,2,3,123,15
"3319",1,3,3,123,16
"3320",2,3,3,123,16
"3321",3,3,3,123,16
"3322",1,1,1,124,138
"3323",2,1,1,124,138
"3324",3,1,1,124,141
"3325",1,2,1,124,132
"3326",2,2,1,124,132
"3327",3,2,1,124,132
"3328",1,3,1,124,152
"3329",2,3,1,124,157
"3330",3,3,1,124,157
"3331",1,1,2,124,68
"3332",2,1,2,124,68
"3333",3,1,2,124,68
"3334",1,2,2,124,86
"3335",2,2,2,124,86
"3336",3,2,2,124,86
"3337",1,3,2,124,34
"3338",2,3,2,124,34
"3339",3,3,2,124,34
"3340",1,1,3,124,20
"3341",2,1,3,124,20
"3342",3,1,3,124,20
"3343",1,2,3,124,22
"3344",2,2,3,124,22
"3345",3,2,3,124,22
"3346",1,3,3,124,25
"3347",2,3,3,124,25
"3348",3,3,3,124,25
"3349",1,1,1,125,501
"3350",2,1,1,125,501
"3351",3,1,1,125,501
"3352",1,2,1,125,436
"3353",2,2,1,125,436
"3354",3,2,1,125,436
"3355",1,3,1,125,267
"3356",2,3,1,125,267
"3357",3,3,1,125,267
"3358",1,1,2,125,47
"3359",2,1,2,125,47
"3360",3,1,2,125,47
"3361",1,2,2,125,95
"3362",2,2,2,125,95
"3363",3,2,2,125,95
"3364",1,3,2,125,43
"3365",2,3,2,125,43
"3366",3,3,2,125,43
"3367",1,1,3,125,55
"3368",2,1,3,125,56
"3369",3,1,3,125,56
"3370",1,2,3,125,15
"3371",2,2,3,125,18
"3372",3,2,3,125,18
"3373",1,3,3,125,16
"3374",2,3,3,125,16
"3375",3,3,3,125,16
"3376",1,1,1,126,243
"3377",2,1,1,126,243
"3378",3,1,1,126,243
"3379",1,2,1,126,277
"3380",2,2,1,126,277
"3381",3,2,1,126,277
"3382",1,3,1,126,261
"3383",2,3,1,126,261
"3384",3,3,1,126,261
"3385",1,1,2,126,39
"3386",2,1,2,126,39
"3387",3,1,2,126,39
"3388",1,2,2,126,28
"3389",2,2,2,126,28
"3390",3,2,2,126,28
"3391",1,3,2,126,26
"3392",2,3,2,126,26
"3393",3,3,2,126,26
"3394",1,1,3,126,19
"3395",2,1,3,126,19
"3396",3,1,3,126,19
"3397",1,2,3,126,17
"3398",2,2,3,126,17
"3399",3,2,3,126,17
"3400",1,3,3,126,23
"3401",2,3,3,126,23
"3402",3,3,3,126,23
"3403",1,1,1,127,294
"3404",2,1,1,127,294
"3405",3,1,1,127,294
"3406",1,2,1,127,298
"3407",2,2,1,127,298
"3408",3,2,1,127,298
"3409",1,3,1,127,69
"3410",2,3,1,127,69
"3411",3,3,1,127,69
"3412",1,1,2,127,20
"3413",2,1,2,127,20
"3414",3,1,2,127,20
"3415",1,2,2,127,59
"3416",2,2,2,127,59
"3417",3,2,2,127,59
"3418",1,3,2,127,19
"3419",2,3,2,127,19
"3420",3,3,2,127,19
"3421",1,1,3,127,28
"3422",2,1,3,127,28
"3423",3,1,3,127,28
"3424",1,2,3,127,13
"3425",2,2,3,127,14
"3426",3,2,3,127,14
"3427",1,3,3,127,16
"3428",2,3,3,127,16
"3429",3,3,3,127,16
"3430",1,1,1,128,261
"3431",2,1,1,128,256
"3432",3,1,1,128,262
"3433",1,2,1,128,110
"3434",2,2,1,128,110
"3435",3,2,1,128,110
"3436",1,3,1,128,81
"3437",2,3,1,128,81
"3438",3,3,1,128,81
"3439",1,1,2,128,137
"3440",2,1,2,128,137
"3441",3,1,2,128,137
"3442",1,2,2,128,65
"3443",2,2,2,128,65
"3444",3,2,2,128,65
"3445",1,3,2,128,18
"3446",2,3,2,128,18
"3447",3,3,2,128,18
"3448",1,1,3,128,29
"3449",2,1,3,128,29
"3450",3,1,3,128,29
"3451",1,2,3,128,20
"3452",2,2,3,128,20
"3453",3,2,3,128,20
"3454",1,3,3,128,18
"3455",2,3,3,128,18
"3456",3,3,3,128,18
"3457",1,1,1,129,263
"3458",2,1,1,129,263
"3459",3,1,1,129,263
"3460",1,2,1,129,111
"3461",2,2,1,129,111
"3462",3,2,1,129,111
"3463",1,3,1,129,492
"3464",2,3,1,129,492
"3465",3,3,1,129,492
"3466",1,1,2,129,59
"3467",2,1,2,129,59
"3468",3,1,2,129,59
"3469",1,2,2,129,109
"3470",2,2,2,129,109
"3471",3,2,2,129,109
"3472",1,3,2,129,26
"3473",2,3,2,129,26
"3474",3,3,2,129,26
"3475",1,1,3,129,15
"3476",2,1,3,129,15
"3477",3,1,3,129,15
"3478",1,2,3,129,34
"3479",2,2,3,129,34
"3480",3,2,3,129,34
"3481",1,3,3,129,15
"3482",2,3,3,129,15
"3483",3,3,3,129,15
"3484",1,1,1,130,661
"3485",2,1,1,130,692
"3486",3,1,1,130,692
"3487",1,2,1,130,193
"3488",2,2,1,130,193
"3489",3,2,1,130,193
"3490",1,3,1,130,58
"3491",2,3,1,130,58
"3492",3,3,1,130,58
"3493",1,1,2,130,31
"3494",2,1,2,130,31
"3495",3,1,2,130,31
"3496",1,2,2,130,47
"3497",2,2,2,130,47
"3498",3,2,2,130,47
"3499",1,3,2,130,46
"3500",2,3,2,130,46
"3501",3,3,2,130,46
"3502",1,1,3,130,17
"3503",2,1,3,130,17
"3504",3,1,3,130,17
"3505",1,2,3,130,16
"3506",2,2,3,130,16
"3507",3,2,3,130,16
"3508",1,3,3,130,19
"3509",2,3,3,130,19
"3510",3,3,3,130,19
"3511",1,1,1,131,117
"3512",2,1,1,131,118
"3513",3,1,1,131,118
"3514",1,2,1,131,82
"3515",2,2,1,131,82
"3516",3,2,1,131,82
"3517",1,3,1,131,75
"3518",2,3,1,131,75
"3519",3,3,1,131,75
"3520",1,1,2,131,53
"3521",2,1,2,131,53
"3522",3,1,2,131,54
"3523",1,2,2,131,65
"3524",2,2,2,131,65
"3525",3,2,2,131,65
"3526",1,3,2,131,56
"3527",2,3,2,131,56
"3528",3,3,2,131,56
"3529",1,1,3,131,18
"3530",2,1,3,131,18
"3531",3,1,3,131,18
"3532",1,2,3,131,32
"3533",2,2,3,131,32
"3534",3,2,3,131,32
"3535",1,3,3,131,16
"3536",2,3,3,131,16
"3537",3,3,3,131,16
"3538",1,1,1,132,311
"3539",2,1,1,132,311
"3540",3,1,1,132,311
"3541",1,2,1,132,195
"3542",2,2,1,132,195
"3543",3,2,1,132,195
"3544",1,3,1,132,291
"3545",2,3,1,132,291
"3546",3,3,1,132,291
"3547",1,1,2,132,27
"3548",2,1,2,132,27
"3549",3,1,2,132,27
"3550",1,2,2,132,88
"3551",2,2,2,132,88
"3552",3,2,2,132,88
"3553",1,3,2,132,36
"3554",2,3,2,132,36
"3555",3,3,2,132,36
"3556",1,1,3,132,26
"3557",2,1,3,132,26
"3558",3,1,3,132,26
"3559",1,2,3,132,18
"3560",2,2,3,132,18
"3561",3,2,3,132,18
"3562",1,3,3,132,14
"3563",2,3,3,132,14
"3564",3,3,3,132,14
"3565",1,1,1,133,307
"3566",2,1,1,133,307
"3567",3,1,1,133,307
"3568",1,2,1,133,181
"3569",2,2,1,133,181
"3570",3,2,1,133,181
"3571",1,3,1,133,360
"3572",2,3,1,133,361
"3573",3,3,1,133,361
"3574",1,1,2,133,68
"3575",2,1,2,133,68
"3576",3,1,2,133,68
"3577",1,2,2,133,51
"3578",2,2,2,133,51
"3579",3,2,2,133,51
"3580",1,3,2,133,17
"3581",2,3,2,133,17
"3582",3,3,2,133,17
"3583",1,1,3,133,23
"3584",2,1,3,133,23
"3585",3,1,3,133,23
"3586",1,2,3,133,26
"3587",2,2,3,133,26
"3588",3,2,3,133,26
"3589",1,3,3,133,28
"3590",2,3,3,133,28
"3591",3,3,3,133,28
"3592",1,1,1,134,206
"3593",2,1,1,134,206
"3594",3,1,1,134,206
"3595",1,2,1,134,191
"3596",2,2,1,134,191
"3597",3,2,1,134,191
"3598",1,3,1,134,310
"3599",2,3,1,134,310
"3600",3,3,1,134,310
"3601",1,1,2,134,114
"3602",2,1,2,134,114
"3603",3,1,2,134,114
"3604",1,2,2,134,38
"3605",2,2,2,134,38
"3606",3,2,2,134,38
"3607",1,3,2,134,35
"3608",2,3,2,134,35
"3609",3,3,2,134,35
"3610",1,1,3,134,22
"3611",2,1,3,134,22
"3612",3,1,3,134,22
"3613",1,2,3,134,17
"3614",2,2,3,134,17
"3615",3,2,3,134,17
"3616",1,3,3,134,17
"3617",2,3,3,134,17
"3618",3,3,3,134,17
"3619",1,1,1,135,274
"3620",2,1,1,135,274
"3621",3,1,1,135,274
"3622",1,2,1,135,409
"3623",2,2,1,135,409
"3624",3,2,1,135,409
"3625",1,3,1,135,177
"3626",2,3,1,135,177
"3627",3,3,1,135,177
"3628",1,1,2,135,48
"3629",2,1,2,135,51
"3630",3,1,2,135,51
"3631",1,2,2,135,26
"3632",2,2,2,135,26
"3633",3,2,2,135,26
"3634",1,3,2,135,53
"3635",2,3,2,135,53
"3636",3,3,2,135,53
"3637",1,1,3,135,16
"3638",2,1,3,135,16
"3639",3,1,3,135,16
"3640",1,2,3,135,16
"3641",2,2,3,135,16
"3642",3,2,3,135,16
"3643",1,3,3,135,21
"3644",2,3,3,135,21
"3645",3,3,3,135,21
"3646",1,1,1,136,214
"3647",2,1,1,136,214
"3648",3,1,1,136,214
"3649",1,2,1,136,434
"3650",2,2,1,136,434
"3651",3,2,1,136,434
"3652",1,3,1,136,219
"3653",2,3,1,136,219
"3654",3,3,1,136,219
"3655",1,1,2,136,34
"3656",2,1,2,136,52
"3657",3,1,2,136,55
"3658",1,2,2,136,97
"3659",2,2,2,136,97
"3660",3,2,2,136,97
"3661",1,3,2,136,53
"3662",2,3,2,136,53
"3663",3,3,2,136,53
"3664",1,1,3,136,17
"3665",2,1,3,136,17
"3666",3,1,3,136,17
"3667",1,2,3,136,51
"3668",2,2,3,136,51
"3669",3,2,3,136,51
"3670",1,3,3,136,27
"3671",2,3,3,136,27
"3672",3,3,3,136,27
"3673",1,1,1,137,305
"3674",2,1,1,137,305
"3675",3,1,1,137,305
"3676",1,2,1,137,558
"3677",2,2,1,137,558
"3678",3,2,1,137,558
"3679",1,3,1,137,259
"3680",2,3,1,137,259
"3681",3,3,1,137,259
"3682",1,1,2,137,21
"3683",2,1,2,137,21
"3684",3,1,2,137,21
"3685",1,2,2,137,45
"3686",2,2,2,137,45
"3687",3,2,2,137,45
"3688",1,3,2,137,40
"3689",2,3,2,137,40
"3690",3,3,2,137,40
"3691",1,1,3,137,43
"3692",2,1,3,137,43
"3693",3,1,3,137,43
"3694",1,2,3,137,23
"3695",2,2,3,137,24
"3696",3,2,3,137,24
"3697",1,3,3,137,37
"3698",2,3,3,137,37
"3699",3,3,3,137,37
"3700",1,1,1,138,380
"3701",2,1,1,138,380
"3702",3,1,1,138,380
"3703",1,2,1,138,59
"3704",2,2,1,138,59
"3705",3,2,1,138,59
"3706",1,3,1,138,504
"3707",2,3,1,138,504
"3708",3,3,1,138,504
"3709",1,1,2,138,50
"3710",2,1,2,138,47
"3711",3,1,2,138,51
"3712",1,2,2,138,101
"3713",2,2,2,138,101
"3714",3,2,2,138,101
"3715",1,3,2,138,81
"3716",2,3,2,138,81
"3717",3,3,2,138,81
"3718",1,1,3,138,26
"3719",2,1,3,138,26
"3720",3,1,3,138,26
"3721",1,2,3,138,18
"3722",2,2,3,138,18
"3723",3,2,3,138,18
"3724",1,3,3,138,27
"3725",2,3,3,138,27
"3726",3,3,3,138,27
"3727",1,1,1,139,895
"3728",2,1,1,139,895
"3729",3,1,1,139,895
"3730",1,2,1,139,161
"3731",2,2,1,139,161
"3732",3,2,1,139,161
"3733",1,3,1,139,490
"3734",2,3,1,139,490
"3735",3,3,1,139,490
"3736",1,1,2,139,98
"3737",2,1,2,139,98
"3738",3,1,2,139,98
"3739",1,2,2,139,63
"3740",2,2,2,139,64
"3741",3,2,2,139,64
"3742",1,3,2,139,58
"3743",2,3,2,139,58
"3744",3,3,2,139,58
"3745",1,1,3,139,27
"3746",2,1,3,139,28
"3747",3,1,3,139,28
"3748",1,2,3,139,25
"3749",2,2,3,139,25
"3750",3,2,3,139,25
"3751",1,3,3,139,21
"3752",2,3,3,139,21
"3753",3,3,3,139,21
"3754",1,1,1,140,178
"3755",2,1,1,140,178
"3756",3,1,1,140,178
"3757",1,2,1,140,136
"3758",2,2,1,140,136
"3759",3,2,1,140,136
"3760",1,3,1,140,64
"3761",2,3,1,140,64
"3762",3,3,1,140,64
"3763",1,1,2,140,34
"3764",2,1,2,140,34
"3765",3,1,2,140,34
"3766",1,2,2,140,82
"3767",2,2,2,140,20
"3768",3,2,2,140,82
"3769",1,3,2,140,45
"3770",2,3,2,140,45
"3771",3,3,2,140,45
"3772",1,1,3,140,17
"3773",2,1,3,140,17
"3774",3,1,3,140,17
"3775",1,2,3,140,16
"3776",2,2,3,140,16
"3777",3,2,3,140,16
"3778",1,3,3,140,14
"3779",2,3,3,140,14
"3780",3,3,3,140,14
"3781",1,1,1,141,394
"3782",2,1,1,141,394
"3783",3,1,1,141,394
"3784",1,2,1,141,212
"3785",2,2,1,141,212
"3786",3,2,1,141,212
"3787",1,3,1,141,418
"3788",2,3,1,141,418
"3789",3,3,1,141,418
"3790",1,1,2,141,89
"3791",2,1,2,141,89
"3792",3,1,2,141,89
"3793",1,2,2,141,40
"3794",2,2,2,141,40
"3795",3,2,2,141,40
"3796",1,3,2,141,52
"3797",2,3,2,141,52
"3798",3,3,2,141,52
"3799",1,1,3,141,26
"3800",2,1,3,141,26
"3801",3,1,3,141,26
"3802",1,2,3,141,27
"3803",2,2,3,141,27
"3804",3,2,3,141,27
"3805",1,3,3,141,14
"3806",2,3,3,141,14
"3807",3,3,3,141,14
"3808",1,1,1,142,78
"3809",2,1,1,142,78
"3810",3,1,1,142,78
"3811",1,2,1,142,258
"3812",2,2,1,142,258
"3813",3,2,1,142,258
"3814",1,3,1,142,367
"3815",2,3,1,142,367
"3816",3,3,1,142,367
"3817",1,1,2,142,74
"3818",2,1,2,142,74
"3819",3,1,2,142,74
"3820",1,2,2,142,84
"3821",2,2,2,142,84
"3822",3,2,2,142,84
"3823",1,3,2,142,44
"3824",2,3,2,142,44
"3825",3,3,2,142,44
"3826",1,1,3,142,31
"3827",2,1,3,142,31
"3828",3,1,3,142,31
"3829",1,2,3,142,49
"3830",2,2,3,142,49
"3831",3,2,3,142,49
"3832",1,3,3,142,25
"3833",2,3,3,142,25
"3834",3,3,3,142,25
"3835",1,1,1,143,46
"3836",2,1,1,143,46
"3837",3,1,1,143,46
"3838",1,2,1,143,196
"3839",2,2,1,143,196
"3840",3,2,1,143,196
"3841",1,3,1,143,129
"3842",2,3,1,143,129
"3843",3,3,1,143,129
"3844",1,1,2,143,30
"3845",2,1,2,143,30
"3846",3,1,2,143,30
"3847",1,2,2,143,51
"3848",2,2,2,143,51
"3849",3,2,2,143,51
"3850",1,3,2,143,72
"3851",2,3,2,143,72
"3852",3,3,2,143,72
"3853",1,1,3,143,20
"3854",2,1,3,143,20
"3855",3,1,3,143,20
"3856",1,2,3,143,25
"3857",2,2,3,143,25
"3858",3,2,3,143,25
"3859",1,3,3,143,23
"3860",2,3,3,143,23
"3861",3,3,3,143,23
"3862",1,1,1,144,232
"3863",2,1,1,144,232
"3864",3,1,1,144,232
"3865",1,2,1,144,158
